Date,Trading method,Allocation no,Asset,Weight of asset(%)Asset price,Amount to buy ,Total spending,Timeframe
"Dec 30, 2020",One-off,235,stocks,0.65,203.32,319,64859.08,
"Dec 30, 2020",One-off,235,sbonds,0.15,203.32,73,14842.36,
"Dec 30, 2020",One-off,235,sbonds,0.1,253.84,39,9899.76,
"Dec 30, 2020",One-off,235,gold,0.05,177.7,28,4975.6,
"Dec 30, 2020",One-off,235,cash,0.05,1,5000,5000,
"Dec 30, 2020",One-off,236,stocks,0.65,203.32,319,64859.08,
"Dec 30, 2020",One-off,236,sbonds,0.15,203.32,73,14842.36,
"Dec 30, 2020",One-off,236,sbonds,0.1,253.84,39,9899.76,
"Dec 30, 2020",One-off,236,gold,0.0,177.7,0,0.0,
"Dec 30, 2020",One-off,236,cash,0.1,1,10000,10000,
"Dec 30, 2020",One-off,237,stocks,0.65,203.32,319,64859.08,
"Dec 30, 2020",One-off,237,sbonds,0.15,203.32,73,14842.36,
"Dec 30, 2020",One-off,237,sbonds,0.05,253.84,19,4822.96,
"Dec 30, 2020",One-off,237,gold,0.15,177.7,84,14926.8,
"Dec 30, 2020",One-off,237,cash,0.0,1,0,0,
"Dec 30, 2020",One-off,238,stocks,0.65,203.32,319,64859.08,
"Dec 30, 2020",One-off,238,sbonds,0.15,203.32,73,14842.36,
"Dec 30, 2020",One-off,238,sbonds,0.05,253.84,19,4822.96,
"Dec 30, 2020",One-off,238,gold,0.1,177.7,56,9951.2,
"Dec 30, 2020",One-off,238,cash,0.05,1,5000,5000,
"Dec 30, 2020",One-off,239,stocks,0.65,203.32,319,64859.08,
"Dec 30, 2020",One-off,239,sbonds,0.15,203.32,73,14842.36,
"Dec 30, 2020",One-off,239,sbonds,0.05,253.84,19,4822.96,
"Dec 30, 2020",One-off,239,gold,0.05,177.7,28,4975.6,
"Dec 30, 2020",One-off,239,cash,0.1,1,10000,10000,
"Dec 30, 2020",One-off,240,stocks,0.65,203.32,319,64859.08,
"Dec 30, 2020",One-off,240,sbonds,0.15,203.32,73,14842.36,
"Dec 30, 2020",One-off,240,sbonds,0.05,253.84,19,4822.96,
"Dec 30, 2020",One-off,240,gold,0.0,177.7,0,0.0,
"Dec 30, 2020",One-off,240,cash,0.15,1,15000,15000,
"Dec 30, 2020",One-off,241,stocks,0.65,203.32,319,64859.08,
"Dec 30, 2020",One-off,241,sbonds,0.15,203.32,73,14842.36,
"Dec 30, 2020",One-off,241,sbonds,0.0,253.84,0,0.0,
"Dec 30, 2020",One-off,241,gold,0.2,177.7,112,19902.4,
"Dec 30, 2020",One-off,241,cash,0.0,1,0,0,
"Dec 30, 2020",One-off,242,stocks,0.65,203.32,319,64859.08,
"Dec 30, 2020",One-off,242,sbonds,0.15,203.32,73,14842.36,
"Dec 30, 2020",One-off,242,sbonds,0.0,253.84,0,0.0,
"Dec 30, 2020",One-off,242,gold,0.15,177.7,84,14926.8,
"Dec 30, 2020",One-off,242,cash,0.05,1,5000,5000,
"Dec 30, 2020",One-off,243,stocks,0.65,203.32,319,64859.08,
"Dec 30, 2020",One-off,243,sbonds,0.15,203.32,73,14842.36,
"Dec 30, 2020",One-off,243,sbonds,0.0,253.84,0,0.0,
"Dec 30, 2020",One-off,243,gold,0.1,177.7,56,9951.2,
"Dec 30, 2020",One-off,243,cash,0.1,1,10000,10000,
"Dec 30, 2020",One-off,244,stocks,0.65,203.32,319,64859.08,
"Dec 30, 2020",One-off,244,sbonds,0.15,203.32,73,14842.36,
"Dec 30, 2020",One-off,244,sbonds,0.0,253.84,0,0.0,
"Dec 30, 2020",One-off,244,gold,0.05,177.7,28,4975.6,
"Dec 30, 2020",One-off,244,cash,0.15,1,15000,15000,
"Dec 30, 2020",One-off,245,stocks,0.65,203.32,319,64859.08,
"Dec 30, 2020",One-off,245,sbonds,0.15,203.32,73,14842.36,
"Dec 30, 2020",One-off,245,sbonds,0.0,253.84,0,0.0,
"Dec 30, 2020",One-off,245,gold,0.0,177.7,0,0.0,
"Dec 30, 2020",One-off,245,cash,0.2,1,20000,20000,
"Dec 30, 2020",One-off,246,stocks,0.65,203.32,319,64859.08,
"Dec 30, 2020",One-off,246,sbonds,0.1,203.32,49,9962.68,
"Dec 30, 2020",One-off,246,sbonds,0.25,253.84,98,24876.32,
"Dec 30, 2020",One-off,246,gold,0.0,177.7,0,0.0,
"Dec 30, 2020",One-off,246,cash,0.0,1,0,0,
"Dec 30, 2020",One-off,247,stocks,0.65,203.32,319,64859.08,
"Dec 30, 2020",One-off,247,sbonds,0.1,203.32,49,9962.68,
"Dec 30, 2020",One-off,247,sbonds,0.2,253.84,78,19799.52,
"Dec 30, 2020",One-off,247,gold,0.05,177.7,28,4975.6,
"Dec 30, 2020",One-off,247,cash,0.0,1,0,0,
"Dec 30, 2020",One-off,248,stocks,0.65,203.32,319,64859.08,
"Dec 30, 2020",One-off,248,sbonds,0.1,203.32,49,9962.68,
"Dec 30, 2020",One-off,248,sbonds,0.2,253.84,78,19799.52,
"Dec 30, 2020",One-off,248,gold,0.0,177.7,0,0.0,
"Dec 30, 2020",One-off,248,cash,0.05,1,5000,5000,
"Dec 30, 2020",One-off,249,stocks,0.65,203.32,319,64859.08,
"Dec 30, 2020",One-off,249,sbonds,0.1,203.32,49,9962.68,
"Dec 30, 2020",One-off,249,sbonds,0.15,253.84,59,14976.56,
"Dec 30, 2020",One-off,249,gold,0.1,177.7,56,9951.2,
"Dec 30, 2020",One-off,249,cash,0.0,1,0,0,
"Dec 30, 2020",One-off,250,stocks,0.65,203.32,319,64859.08,
"Dec 30, 2020",One-off,250,sbonds,0.1,203.32,49,9962.68,
"Dec 30, 2020",One-off,250,sbonds,0.15,253.84,59,14976.56,
"Dec 30, 2020",One-off,250,gold,0.05,177.7,28,4975.6,
"Dec 30, 2020",One-off,250,cash,0.05,1,5000,5000,
"Dec 30, 2020",One-off,251,stocks,0.65,203.32,319,64859.08,
"Dec 30, 2020",One-off,251,sbonds,0.1,203.32,49,9962.68,
"Dec 30, 2020",One-off,251,sbonds,0.15,253.84,59,14976.56,
"Dec 30, 2020",One-off,251,gold,0.0,177.7,0,0.0,
"Dec 30, 2020",One-off,251,cash,0.1,1,10000,10000,
"Dec 30, 2020",One-off,252,stocks,0.65,203.32,319,64859.08,
"Dec 30, 2020",One-off,252,sbonds,0.1,203.32,49,9962.68,
"Dec 30, 2020",One-off,252,sbonds,0.1,253.84,39,9899.76,
"Dec 30, 2020",One-off,252,gold,0.15,177.7,84,14926.8,
"Dec 30, 2020",One-off,252,cash,0.0,1,0,0,
"Dec 30, 2020",One-off,253,stocks,0.65,203.32,319,64859.08,
"Dec 30, 2020",One-off,253,sbonds,0.1,203.32,49,9962.68,
"Dec 30, 2020",One-off,253,sbonds,0.1,253.84,39,9899.76,
"Dec 30, 2020",One-off,253,gold,0.1,177.7,56,9951.2,
"Dec 30, 2020",One-off,253,cash,0.05,1,5000,5000,
"Dec 30, 2020",One-off,254,stocks,0.65,203.32,319,64859.08,
"Dec 30, 2020",One-off,254,sbonds,0.1,203.32,49,9962.68,
"Dec 30, 2020",One-off,254,sbonds,0.1,253.84,39,9899.76,
"Dec 30, 2020",One-off,254,gold,0.05,177.7,28,4975.6,
"Dec 30, 2020",One-off,254,cash,0.1,1,10000,10000,
"Dec 30, 2020",One-off,255,stocks,0.65,203.32,319,64859.08,
"Dec 30, 2020",One-off,255,sbonds,0.1,203.32,49,9962.68,
"Dec 30, 2020",One-off,255,sbonds,0.1,253.84,39,9899.76,
"Dec 30, 2020",One-off,255,gold,0.0,177.7,0,0.0,
"Dec 30, 2020",One-off,255,cash,0.15,1,15000,15000,
"Dec 30, 2020",One-off,256,stocks,0.65,203.32,319,64859.08,
"Dec 30, 2020",One-off,256,sbonds,0.1,203.32,49,9962.68,
"Dec 30, 2020",One-off,256,sbonds,0.05,253.84,19,4822.96,
"Dec 30, 2020",One-off,256,gold,0.2,177.7,112,19902.4,
"Dec 30, 2020",One-off,256,cash,0.0,1,0,0,
"Dec 30, 2020",One-off,257,stocks,0.65,203.32,319,64859.08,
"Dec 30, 2020",One-off,257,sbonds,0.1,203.32,49,9962.68,
"Dec 30, 2020",One-off,257,sbonds,0.05,253.84,19,4822.96,
"Dec 30, 2020",One-off,257,gold,0.15,177.7,84,14926.8,
"Dec 30, 2020",One-off,257,cash,0.05,1,5000,5000,
"Dec 30, 2020",One-off,258,stocks,0.65,203.32,319,64859.08,
"Dec 30, 2020",One-off,258,sbonds,0.1,203.32,49,9962.68,
"Dec 30, 2020",One-off,258,sbonds,0.05,253.84,19,4822.96,
"Dec 30, 2020",One-off,258,gold,0.1,177.7,56,9951.2,
"Dec 30, 2020",One-off,258,cash,0.1,1,10000,10000,
"Dec 30, 2020",One-off,259,stocks,0.65,203.32,319,64859.08,
"Dec 30, 2020",One-off,259,sbonds,0.1,203.32,49,9962.68,
"Dec 30, 2020",One-off,259,sbonds,0.05,253.84,19,4822.96,
"Dec 30, 2020",One-off,259,gold,0.05,177.7,28,4975.6,
"Dec 30, 2020",One-off,259,cash,0.15,1,15000,15000,
"Dec 30, 2020",One-off,260,stocks,0.65,203.32,319,64859.08,
"Dec 30, 2020",One-off,260,sbonds,0.1,203.32,49,9962.68,
"Dec 30, 2020",One-off,260,sbonds,0.05,253.84,19,4822.96,
"Dec 30, 2020",One-off,260,gold,0.0,177.7,0,0.0,
"Dec 30, 2020",One-off,260,cash,0.2,1,20000,20000,
"Dec 30, 2020",One-off,261,stocks,0.65,203.32,319,64859.08,
"Dec 30, 2020",One-off,261,sbonds,0.1,203.32,49,9962.68,
"Dec 30, 2020",One-off,261,sbonds,0.0,253.84,0,0.0,
"Dec 30, 2020",One-off,261,gold,0.25,177.7,140,24878.0,
"Dec 30, 2020",One-off,261,cash,0.0,1,0,0,
"Dec 30, 2020",One-off,262,stocks,0.65,203.32,319,64859.08,
"Dec 30, 2020",One-off,262,sbonds,0.1,203.32,49,9962.68,
"Dec 30, 2020",One-off,262,sbonds,0.0,253.84,0,0.0,
"Dec 30, 2020",One-off,262,gold,0.2,177.7,112,19902.4,
"Dec 30, 2020",One-off,262,cash,0.05,1,5000,5000,
"Dec 30, 2020",One-off,263,stocks,0.65,203.32,319,64859.08,
"Dec 30, 2020",One-off,263,sbonds,0.1,203.32,49,9962.68,
"Dec 30, 2020",One-off,263,sbonds,0.0,253.84,0,0.0,
"Dec 30, 2020",One-off,263,gold,0.15,177.7,84,14926.8,
"Dec 30, 2020",One-off,263,cash,0.1,1,10000,10000,
"Dec 30, 2020",One-off,264,stocks,0.65,203.32,319,64859.08,
"Dec 30, 2020",One-off,264,sbonds,0.1,203.32,49,9962.68,
"Dec 30, 2020",One-off,264,sbonds,0.0,253.84,0,0.0,
"Dec 30, 2020",One-off,264,gold,0.1,177.7,56,9951.2,
"Dec 30, 2020",One-off,264,cash,0.15,1,15000,15000,
"Dec 30, 2020",One-off,265,stocks,0.65,203.32,319,64859.08,
"Dec 30, 2020",One-off,265,sbonds,0.1,203.32,49,9962.68,
"Dec 30, 2020",One-off,265,sbonds,0.0,253.84,0,0.0,
"Dec 30, 2020",One-off,265,gold,0.05,177.7,28,4975.6,
"Dec 30, 2020",One-off,265,cash,0.2,1,20000,20000,
"Dec 30, 2020",One-off,266,stocks,0.65,203.32,319,64859.08,
"Dec 30, 2020",One-off,266,sbonds,0.1,203.32,49,9962.68,
"Dec 30, 2020",One-off,266,sbonds,0.0,253.84,0,0.0,
"Dec 30, 2020",One-off,266,gold,0.0,177.7,0,0.0,
"Dec 30, 2020",One-off,266,cash,0.25,1,25000,25000,
"Dec 30, 2020",One-off,267,stocks,0.65,203.32,319,64859.08,
"Dec 30, 2020",One-off,267,sbonds,0.05,203.32,24,4879.68,
"Dec 30, 2020",One-off,267,sbonds,0.3,253.84,118,29953.12,
"Dec 30, 2020",One-off,267,gold,0.0,177.7,0,0.0,
"Dec 30, 2020",One-off,267,cash,0.0,1,0,0,
"Dec 30, 2020",One-off,268,stocks,0.65,203.32,319,64859.08,
"Dec 30, 2020",One-off,268,sbonds,0.05,203.32,24,4879.68,
"Dec 30, 2020",One-off,268,sbonds,0.25,253.84,98,24876.32,
"Dec 30, 2020",One-off,268,gold,0.05,177.7,28,4975.6,
"Dec 30, 2020",One-off,268,cash,0.0,1,0,0,
"Dec 30, 2020",One-off,269,stocks,0.65,203.32,319,64859.08,
"Dec 30, 2020",One-off,269,sbonds,0.05,203.32,24,4879.68,
"Dec 30, 2020",One-off,269,sbonds,0.25,253.84,98,24876.32,
"Dec 30, 2020",One-off,269,gold,0.0,177.7,0,0.0,
"Dec 30, 2020",One-off,269,cash,0.05,1,5000,5000,
"Dec 30, 2020",One-off,270,stocks,0.65,203.32,319,64859.08,
"Dec 30, 2020",One-off,270,sbonds,0.05,203.32,24,4879.68,
"Dec 30, 2020",One-off,270,sbonds,0.2,253.84,78,19799.52,
"Dec 30, 2020",One-off,270,gold,0.1,177.7,56,9951.2,
"Dec 30, 2020",One-off,270,cash,0.0,1,0,0,
"Dec 30, 2020",One-off,271,stocks,0.65,203.32,319,64859.08,
"Dec 30, 2020",One-off,271,sbonds,0.05,203.32,24,4879.68,
"Dec 30, 2020",One-off,271,sbonds,0.2,253.84,78,19799.52,
"Dec 30, 2020",One-off,271,gold,0.05,177.7,28,4975.6,
"Dec 30, 2020",One-off,271,cash,0.05,1,5000,5000,
"Dec 30, 2020",One-off,272,stocks,0.65,203.32,319,64859.08,
"Dec 30, 2020",One-off,272,sbonds,0.05,203.32,24,4879.68,
"Dec 30, 2020",One-off,272,sbonds,0.2,253.84,78,19799.52,
"Dec 30, 2020",One-off,272,gold,0.0,177.7,0,0.0,
"Dec 30, 2020",One-off,272,cash,0.1,1,10000,10000,
"Dec 30, 2020",One-off,273,stocks,0.65,203.32,319,64859.08,
"Dec 30, 2020",One-off,273,sbonds,0.05,203.32,24,4879.68,
"Dec 30, 2020",One-off,273,sbonds,0.15,253.84,59,14976.56,
"Dec 30, 2020",One-off,273,gold,0.15,177.7,84,14926.8,
"Dec 30, 2020",One-off,273,cash,0.0,1,0,0,
"Dec 30, 2020",One-off,274,stocks,0.65,203.32,319,64859.08,
"Dec 30, 2020",One-off,274,sbonds,0.05,203.32,24,4879.68,
"Dec 30, 2020",One-off,274,sbonds,0.15,253.84,59,14976.56,
"Dec 30, 2020",One-off,274,gold,0.1,177.7,56,9951.2,
"Dec 30, 2020",One-off,274,cash,0.05,1,5000,5000,
"Dec 30, 2020",One-off,275,stocks,0.65,203.32,319,64859.08,
"Dec 30, 2020",One-off,275,sbonds,0.05,203.32,24,4879.68,
"Dec 30, 2020",One-off,275,sbonds,0.15,253.84,59,14976.56,
"Dec 30, 2020",One-off,275,gold,0.05,177.7,28,4975.6,
"Dec 30, 2020",One-off,275,cash,0.1,1,10000,10000,
"Dec 30, 2020",One-off,276,stocks,0.65,203.32,319,64859.08,
"Dec 30, 2020",One-off,276,sbonds,0.05,203.32,24,4879.68,
"Dec 30, 2020",One-off,276,sbonds,0.15,253.84,59,14976.56,
"Dec 30, 2020",One-off,276,gold,0.0,177.7,0,0.0,
"Dec 30, 2020",One-off,276,cash,0.15,1,15000,15000,
"Dec 30, 2020",One-off,277,stocks,0.65,203.32,319,64859.08,
"Dec 30, 2020",One-off,277,sbonds,0.05,203.32,24,4879.68,
"Dec 30, 2020",One-off,277,sbonds,0.1,253.84,39,9899.76,
"Dec 30, 2020",One-off,277,gold,0.2,177.7,112,19902.4,
"Dec 30, 2020",One-off,277,cash,0.0,1,0,0,
"Dec 30, 2020",One-off,278,stocks,0.65,203.32,319,64859.08,
"Dec 30, 2020",One-off,278,sbonds,0.05,203.32,24,4879.68,
"Dec 30, 2020",One-off,278,sbonds,0.1,253.84,39,9899.76,
"Dec 30, 2020",One-off,278,gold,0.15,177.7,84,14926.8,
"Dec 30, 2020",One-off,278,cash,0.05,1,5000,5000,
"Dec 30, 2020",One-off,279,stocks,0.65,203.32,319,64859.08,
"Dec 30, 2020",One-off,279,sbonds,0.05,203.32,24,4879.68,
"Dec 30, 2020",One-off,279,sbonds,0.1,253.84,39,9899.76,
"Dec 30, 2020",One-off,279,gold,0.1,177.7,56,9951.2,
"Dec 30, 2020",One-off,279,cash,0.1,1,10000,10000,
"Dec 30, 2020",One-off,280,stocks,0.65,203.32,319,64859.08,
"Dec 30, 2020",One-off,280,sbonds,0.05,203.32,24,4879.68,
"Dec 30, 2020",One-off,280,sbonds,0.1,253.84,39,9899.76,
"Dec 30, 2020",One-off,280,gold,0.05,177.7,28,4975.6,
"Dec 30, 2020",One-off,280,cash,0.15,1,15000,15000,
"Dec 30, 2020",One-off,281,stocks,0.65,203.32,319,64859.08,
"Dec 30, 2020",One-off,281,sbonds,0.05,203.32,24,4879.68,
"Dec 30, 2020",One-off,281,sbonds,0.1,253.84,39,9899.76,
"Dec 30, 2020",One-off,281,gold,0.0,177.7,0,0.0,
"Dec 30, 2020",One-off,281,cash,0.2,1,20000,20000,
"Dec 30, 2020",One-off,282,stocks,0.65,203.32,319,64859.08,
"Dec 30, 2020",One-off,282,sbonds,0.05,203.32,24,4879.68,
"Dec 30, 2020",One-off,282,sbonds,0.05,253.84,19,4822.96,
"Dec 30, 2020",One-off,282,gold,0.25,177.7,140,24878.0,
"Dec 30, 2020",One-off,282,cash,0.0,1,0,0,
"Dec 30, 2020",One-off,283,stocks,0.65,203.32,319,64859.08,
"Dec 30, 2020",One-off,283,sbonds,0.05,203.32,24,4879.68,
"Dec 30, 2020",One-off,283,sbonds,0.05,253.84,19,4822.96,
"Dec 30, 2020",One-off,283,gold,0.2,177.7,112,19902.4,
"Dec 30, 2020",One-off,283,cash,0.05,1,5000,5000,
"Dec 30, 2020",One-off,284,stocks,0.65,203.32,319,64859.08,
"Dec 30, 2020",One-off,284,sbonds,0.05,203.32,24,4879.68,
"Dec 30, 2020",One-off,284,sbonds,0.05,253.84,19,4822.96,
"Dec 30, 2020",One-off,284,gold,0.15,177.7,84,14926.8,
"Dec 30, 2020",One-off,284,cash,0.1,1,10000,10000,
"Dec 30, 2020",One-off,285,stocks,0.65,203.32,319,64859.08,
"Dec 30, 2020",One-off,285,sbonds,0.05,203.32,24,4879.68,
"Dec 30, 2020",One-off,285,sbonds,0.05,253.84,19,4822.96,
"Dec 30, 2020",One-off,285,gold,0.1,177.7,56,9951.2,
"Dec 30, 2020",One-off,285,cash,0.15,1,15000,15000,
"Dec 30, 2020",One-off,286,stocks,0.65,203.32,319,64859.08,
"Dec 30, 2020",One-off,286,sbonds,0.05,203.32,24,4879.68,
"Dec 30, 2020",One-off,286,sbonds,0.05,253.84,19,4822.96,
"Dec 30, 2020",One-off,286,gold,0.05,177.7,28,4975.6,
"Dec 30, 2020",One-off,286,cash,0.2,1,20000,20000,
"Dec 30, 2020",One-off,287,stocks,0.65,203.32,319,64859.08,
"Dec 30, 2020",One-off,287,sbonds,0.05,203.32,24,4879.68,
"Dec 30, 2020",One-off,287,sbonds,0.05,253.84,19,4822.96,
"Dec 30, 2020",One-off,287,gold,0.0,177.7,0,0.0,
"Dec 30, 2020",One-off,287,cash,0.25,1,25000,25000,
"Dec 30, 2020",One-off,288,stocks,0.65,203.32,319,64859.08,
"Dec 30, 2020",One-off,288,sbonds,0.05,203.32,24,4879.68,
"Dec 30, 2020",One-off,288,sbonds,0.0,253.84,0,0.0,
"Dec 30, 2020",One-off,288,gold,0.3,177.7,168,29853.6,
"Dec 30, 2020",One-off,288,cash,0.0,1,0,0,
"Dec 30, 2020",One-off,289,stocks,0.65,203.32,319,64859.08,
"Dec 30, 2020",One-off,289,sbonds,0.05,203.32,24,4879.68,
"Dec 30, 2020",One-off,289,sbonds,0.0,253.84,0,0.0,
"Dec 30, 2020",One-off,289,gold,0.25,177.7,140,24878.0,
"Dec 30, 2020",One-off,289,cash,0.05,1,5000,5000,
"Dec 30, 2020",One-off,290,stocks,0.65,203.32,319,64859.08,
"Dec 30, 2020",One-off,290,sbonds,0.05,203.32,24,4879.68,
"Dec 30, 2020",One-off,290,sbonds,0.0,253.84,0,0.0,
"Dec 30, 2020",One-off,290,gold,0.2,177.7,112,19902.4,
"Dec 30, 2020",One-off,290,cash,0.1,1,10000,10000,
"Dec 30, 2020",One-off,291,stocks,0.65,203.32,319,64859.08,
"Dec 30, 2020",One-off,291,sbonds,0.05,203.32,24,4879.68,
"Dec 30, 2020",One-off,291,sbonds,0.0,253.84,0,0.0,
"Dec 30, 2020",One-off,291,gold,0.15,177.7,84,14926.8,
"Dec 30, 2020",One-off,291,cash,0.15,1,15000,15000,
"Dec 30, 2020",One-off,292,stocks,0.65,203.32,319,64859.08,
"Dec 30, 2020",One-off,292,sbonds,0.05,203.32,24,4879.68,
"Dec 30, 2020",One-off,292,sbonds,0.0,253.84,0,0.0,
"Dec 30, 2020",One-off,292,gold,0.1,177.7,56,9951.2,
"Dec 30, 2020",One-off,292,cash,0.2,1,20000,20000,
"Dec 30, 2020",One-off,293,stocks,0.65,203.32,319,64859.08,
"Dec 30, 2020",One-off,293,sbonds,0.05,203.32,24,4879.68,
"Dec 30, 2020",One-off,293,sbonds,0.0,253.84,0,0.0,
"Dec 30, 2020",One-off,293,gold,0.05,177.7,28,4975.6,
"Dec 30, 2020",One-off,293,cash,0.25,1,25000,25000,
"Dec 30, 2020",One-off,294,stocks,0.65,203.32,319,64859.08,
"Dec 30, 2020",One-off,294,sbonds,0.05,203.32,24,4879.68,
"Dec 30, 2020",One-off,294,sbonds,0.0,253.84,0,0.0,
"Dec 30, 2020",One-off,294,gold,0.0,177.7,0,0.0,
"Dec 30, 2020",One-off,294,cash,0.3,1,30000,30000,
"Dec 30, 2020",One-off,295,stocks,0.65,203.32,319,64859.08,
"Dec 30, 2020",One-off,295,sbonds,0.0,203.32,0,0.0,
"Dec 30, 2020",One-off,295,sbonds,0.35,253.84,137,34776.08,
"Dec 30, 2020",One-off,295,gold,0.0,177.7,0,0.0,
"Dec 30, 2020",One-off,295,cash,0.0,1,0,0,
"Dec 30, 2020",One-off,296,stocks,0.65,203.32,319,64859.08,
"Dec 30, 2020",One-off,296,sbonds,0.0,203.32,0,0.0,
"Dec 30, 2020",One-off,296,sbonds,0.3,253.84,118,29953.12,
"Dec 30, 2020",One-off,296,gold,0.05,177.7,28,4975.6,
"Dec 30, 2020",One-off,296,cash,0.0,1,0,0,
"Dec 30, 2020",One-off,297,stocks,0.65,203.32,319,64859.08,
"Dec 30, 2020",One-off,297,sbonds,0.0,203.32,0,0.0,
"Dec 30, 2020",One-off,297,sbonds,0.3,253.84,118,29953.12,
"Dec 30, 2020",One-off,297,gold,0.0,177.7,0,0.0,
"Dec 30, 2020",One-off,297,cash,0.05,1,5000,5000,
"Dec 30, 2020",One-off,298,stocks,0.65,203.32,319,64859.08,
"Dec 30, 2020",One-off,298,sbonds,0.0,203.32,0,0.0,
"Dec 30, 2020",One-off,298,sbonds,0.25,253.84,98,24876.32,
"Dec 30, 2020",One-off,298,gold,0.1,177.7,56,9951.2,
"Dec 30, 2020",One-off,298,cash,0.0,1,0,0,
"Dec 30, 2020",One-off,299,stocks,0.65,203.32,319,64859.08,
"Dec 30, 2020",One-off,299,sbonds,0.0,203.32,0,0.0,
"Dec 30, 2020",One-off,299,sbonds,0.25,253.84,98,24876.32,
"Dec 30, 2020",One-off,299,gold,0.05,177.7,28,4975.6,
"Dec 30, 2020",One-off,299,cash,0.05,1,5000,5000,
"Dec 30, 2020",One-off,300,stocks,0.65,203.32,319,64859.08,
"Dec 30, 2020",One-off,300,sbonds,0.0,203.32,0,0.0,
"Dec 30, 2020",One-off,300,sbonds,0.25,253.84,98,24876.32,
"Dec 30, 2020",One-off,300,gold,0.0,177.7,0,0.0,
"Dec 30, 2020",One-off,300,cash,0.1,1,10000,10000,
"Dec 30, 2020",One-off,301,stocks,0.65,203.32,319,64859.08,
"Dec 30, 2020",One-off,301,sbonds,0.0,203.32,0,0.0,
"Dec 30, 2020",One-off,301,sbonds,0.2,253.84,78,19799.52,
"Dec 30, 2020",One-off,301,gold,0.15,177.7,84,14926.8,
"Dec 30, 2020",One-off,301,cash,0.0,1,0,0,
"Dec 30, 2020",One-off,302,stocks,0.65,203.32,319,64859.08,
"Dec 30, 2020",One-off,302,sbonds,0.0,203.32,0,0.0,
"Dec 30, 2020",One-off,302,sbonds,0.2,253.84,78,19799.52,
"Dec 30, 2020",One-off,302,gold,0.1,177.7,56,9951.2,
"Dec 30, 2020",One-off,302,cash,0.05,1,5000,5000,
"Dec 30, 2020",One-off,303,stocks,0.65,203.32,319,64859.08,
"Dec 30, 2020",One-off,303,sbonds,0.0,203.32,0,0.0,
"Dec 30, 2020",One-off,303,sbonds,0.2,253.84,78,19799.52,
"Dec 30, 2020",One-off,303,gold,0.05,177.7,28,4975.6,
"Dec 30, 2020",One-off,303,cash,0.1,1,10000,10000,
"Dec 30, 2020",One-off,304,stocks,0.65,203.32,319,64859.08,
"Dec 30, 2020",One-off,304,sbonds,0.0,203.32,0,0.0,
"Dec 30, 2020",One-off,304,sbonds,0.2,253.84,78,19799.52,
"Dec 30, 2020",One-off,304,gold,0.0,177.7,0,0.0,
"Dec 30, 2020",One-off,304,cash,0.15,1,15000,15000,
"Dec 30, 2020",One-off,305,stocks,0.65,203.32,319,64859.08,
"Dec 30, 2020",One-off,305,sbonds,0.0,203.32,0,0.0,
"Dec 30, 2020",One-off,305,sbonds,0.15,253.84,59,14976.56,
"Dec 30, 2020",One-off,305,gold,0.2,177.7,112,19902.4,
"Dec 30, 2020",One-off,305,cash,0.0,1,0,0,
"Dec 30, 2020",One-off,306,stocks,0.65,203.32,319,64859.08,
"Dec 30, 2020",One-off,306,sbonds,0.0,203.32,0,0.0,
"Dec 30, 2020",One-off,306,sbonds,0.15,253.84,59,14976.56,
"Dec 30, 2020",One-off,306,gold,0.15,177.7,84,14926.8,
"Dec 30, 2020",One-off,306,cash,0.05,1,5000,5000,
"Dec 30, 2020",One-off,307,stocks,0.65,203.32,319,64859.08,
"Dec 30, 2020",One-off,307,sbonds,0.0,203.32,0,0.0,
"Dec 30, 2020",One-off,307,sbonds,0.15,253.84,59,14976.56,
"Dec 30, 2020",One-off,307,gold,0.1,177.7,56,9951.2,
"Dec 30, 2020",One-off,307,cash,0.1,1,10000,10000,
"Dec 30, 2020",One-off,308,stocks,0.65,203.32,319,64859.08,
"Dec 30, 2020",One-off,308,sbonds,0.0,203.32,0,0.0,
"Dec 30, 2020",One-off,308,sbonds,0.15,253.84,59,14976.56,
"Dec 30, 2020",One-off,308,gold,0.05,177.7,28,4975.6,
"Dec 30, 2020",One-off,308,cash,0.15,1,15000,15000,
"Dec 30, 2020",One-off,309,stocks,0.65,203.32,319,64859.08,
"Dec 30, 2020",One-off,309,sbonds,0.0,203.32,0,0.0,
"Dec 30, 2020",One-off,309,sbonds,0.15,253.84,59,14976.56,
"Dec 30, 2020",One-off,309,gold,0.0,177.7,0,0.0,
"Dec 30, 2020",One-off,309,cash,0.2,1,20000,20000,
"Dec 30, 2020",One-off,310,stocks,0.65,203.32,319,64859.08,
"Dec 30, 2020",One-off,310,sbonds,0.0,203.32,0,0.0,
"Dec 30, 2020",One-off,310,sbonds,0.1,253.84,39,9899.76,
"Dec 30, 2020",One-off,310,gold,0.25,177.7,140,24878.0,
"Dec 30, 2020",One-off,310,cash,0.0,1,0,0,
"Dec 30, 2020",One-off,311,stocks,0.65,203.32,319,64859.08,
"Dec 30, 2020",One-off,311,sbonds,0.0,203.32,0,0.0,
"Dec 30, 2020",One-off,311,sbonds,0.1,253.84,39,9899.76,
"Dec 30, 2020",One-off,311,gold,0.2,177.7,112,19902.4,
"Dec 30, 2020",One-off,311,cash,0.05,1,5000,5000,
