Date,Trading method,Allocation no,Asset,Weight of asset(%)Asset price,Amount to buy ,Total spending,Timeframe
"Dec 30, 2020",One-off,1103,gold,0.15,177.7,84,14926.8,
"Dec 30, 2020",One-off,1103,cash,0.1,1,10000,10000,
"Dec 30, 2020",One-off,1104,stocks,0.45,203.32,221,44933.72,
"Dec 30, 2020",One-off,1104,sbonds,0.2,203.32,98,19925.36,
"Dec 30, 2020",One-off,1104,sbonds,0.1,253.84,39,9899.76,
"Dec 30, 2020",One-off,1104,gold,0.1,177.7,56,9951.2,
"Dec 30, 2020",One-off,1104,cash,0.15,1,15000,15000,
"Dec 30, 2020",One-off,1105,stocks,0.45,203.32,221,44933.72,
"Dec 30, 2020",One-off,1105,sbonds,0.2,203.32,98,19925.36,
"Dec 30, 2020",One-off,1105,sbonds,0.1,253.84,39,9899.76,
"Dec 30, 2020",One-off,1105,gold,0.05,177.7,28,4975.6,
"Dec 30, 2020",One-off,1105,cash,0.2,1,20000,20000,
"Dec 30, 2020",One-off,1106,stocks,0.45,203.32,221,44933.72,
"Dec 30, 2020",One-off,1106,sbonds,0.2,203.32,98,19925.36,
"Dec 30, 2020",One-off,1106,sbonds,0.1,253.84,39,9899.76,
"Dec 30, 2020",One-off,1106,gold,0.0,177.7,0,0.0,
"Dec 30, 2020",One-off,1106,cash,0.25,1,25000,25000,
"Dec 30, 2020",One-off,1107,stocks,0.45,203.32,221,44933.72,
"Dec 30, 2020",One-off,1107,sbonds,0.2,203.32,98,19925.36,
"Dec 30, 2020",One-off,1107,sbonds,0.05,253.84,19,4822.96,
"Dec 30, 2020",One-off,1107,gold,0.3,177.7,168,29853.6,
"Dec 30, 2020",One-off,1107,cash,0.0,1,0,0,
"Dec 30, 2020",One-off,1108,stocks,0.45,203.32,221,44933.72,
"Dec 30, 2020",One-off,1108,sbonds,0.2,203.32,98,19925.36,
"Dec 30, 2020",One-off,1108,sbonds,0.05,253.84,19,4822.96,
"Dec 30, 2020",One-off,1108,gold,0.25,177.7,140,24878.0,
"Dec 30, 2020",One-off,1108,cash,0.05,1,5000,5000,
"Dec 30, 2020",One-off,1109,stocks,0.45,203.32,221,44933.72,
"Dec 30, 2020",One-off,1109,sbonds,0.2,203.32,98,19925.36,
"Dec 30, 2020",One-off,1109,sbonds,0.05,253.84,19,4822.96,
"Dec 30, 2020",One-off,1109,gold,0.2,177.7,112,19902.4,
"Dec 30, 2020",One-off,1109,cash,0.1,1,10000,10000,
"Dec 30, 2020",One-off,1110,stocks,0.45,203.32,221,44933.72,
"Dec 30, 2020",One-off,1110,sbonds,0.2,203.32,98,19925.36,
"Dec 30, 2020",One-off,1110,sbonds,0.05,253.84,19,4822.96,
"Dec 30, 2020",One-off,1110,gold,0.15,177.7,84,14926.8,
"Dec 30, 2020",One-off,1110,cash,0.15,1,15000,15000,
"Dec 30, 2020",One-off,1111,stocks,0.45,203.32,221,44933.72,
"Dec 30, 2020",One-off,1111,sbonds,0.2,203.32,98,19925.36,
"Dec 30, 2020",One-off,1111,sbonds,0.05,253.84,19,4822.96,
"Dec 30, 2020",One-off,1111,gold,0.1,177.7,56,9951.2,
"Dec 30, 2020",One-off,1111,cash,0.2,1,20000,20000,
"Dec 30, 2020",One-off,1112,stocks,0.45,203.32,221,44933.72,
"Dec 30, 2020",One-off,1112,sbonds,0.2,203.32,98,19925.36,
"Dec 30, 2020",One-off,1112,sbonds,0.05,253.84,19,4822.96,
"Dec 30, 2020",One-off,1112,gold,0.05,177.7,28,4975.6,
"Dec 30, 2020",One-off,1112,cash,0.25,1,25000,25000,
"Dec 30, 2020",One-off,1113,stocks,0.45,203.32,221,44933.72,
"Dec 30, 2020",One-off,1113,sbonds,0.2,203.32,98,19925.36,
"Dec 30, 2020",One-off,1113,sbonds,0.05,253.84,19,4822.96,
"Dec 30, 2020",One-off,1113,gold,0.0,177.7,0,0.0,
"Dec 30, 2020",One-off,1113,cash,0.3,1,30000,30000,
"Dec 30, 2020",One-off,1114,stocks,0.45,203.32,221,44933.72,
"Dec 30, 2020",One-off,1114,sbonds,0.2,203.32,98,19925.36,
"Dec 30, 2020",One-off,1114,sbonds,0.0,253.84,0,0.0,
"Dec 30, 2020",One-off,1114,gold,0.35,177.7,196,34829.2,
"Dec 30, 2020",One-off,1114,cash,0.0,1,0,0,
"Dec 30, 2020",One-off,1115,stocks,0.45,203.32,221,44933.72,
"Dec 30, 2020",One-off,1115,sbonds,0.2,203.32,98,19925.36,
"Dec 30, 2020",One-off,1115,sbonds,0.0,253.84,0,0.0,
"Dec 30, 2020",One-off,1115,gold,0.3,177.7,168,29853.6,
"Dec 30, 2020",One-off,1115,cash,0.05,1,5000,5000,
"Dec 30, 2020",One-off,1116,stocks,0.45,203.32,221,44933.72,
"Dec 30, 2020",One-off,1116,sbonds,0.2,203.32,98,19925.36,
"Dec 30, 2020",One-off,1116,sbonds,0.0,253.84,0,0.0,
"Dec 30, 2020",One-off,1116,gold,0.25,177.7,140,24878.0,
"Dec 30, 2020",One-off,1116,cash,0.1,1,10000,10000,
"Dec 30, 2020",One-off,1117,stocks,0.45,203.32,221,44933.72,
"Dec 30, 2020",One-off,1117,sbonds,0.2,203.32,98,19925.36,
"Dec 30, 2020",One-off,1117,sbonds,0.0,253.84,0,0.0,
"Dec 30, 2020",One-off,1117,gold,0.2,177.7,112,19902.4,
"Dec 30, 2020",One-off,1117,cash,0.15,1,15000,15000,
"Dec 30, 2020",One-off,1118,stocks,0.45,203.32,221,44933.72,
"Dec 30, 2020",One-off,1118,sbonds,0.2,203.32,98,19925.36,
"Dec 30, 2020",One-off,1118,sbonds,0.0,253.84,0,0.0,
"Dec 30, 2020",One-off,1118,gold,0.15,177.7,84,14926.8,
"Dec 30, 2020",One-off,1118,cash,0.2,1,20000,20000,
"Dec 30, 2020",One-off,1119,stocks,0.45,203.32,221,44933.72,
"Dec 30, 2020",One-off,1119,sbonds,0.2,203.32,98,19925.36,
"Dec 30, 2020",One-off,1119,sbonds,0.0,253.84,0,0.0,
"Dec 30, 2020",One-off,1119,gold,0.1,177.7,56,9951.2,
"Dec 30, 2020",One-off,1119,cash,0.25,1,25000,25000,
"Dec 30, 2020",One-off,1120,stocks,0.45,203.32,221,44933.72,
"Dec 30, 2020",One-off,1120,sbonds,0.2,203.32,98,19925.36,
"Dec 30, 2020",One-off,1120,sbonds,0.0,253.84,0,0.0,
"Dec 30, 2020",One-off,1120,gold,0.05,177.7,28,4975.6,
"Dec 30, 2020",One-off,1120,cash,0.3,1,30000,30000,
"Dec 30, 2020",One-off,1121,stocks,0.45,203.32,221,44933.72,
"Dec 30, 2020",One-off,1121,sbonds,0.2,203.32,98,19925.36,
"Dec 30, 2020",One-off,1121,sbonds,0.0,253.84,0,0.0,
"Dec 30, 2020",One-off,1121,gold,0.0,177.7,0,0.0,
"Dec 30, 2020",One-off,1121,cash,0.35,1,35000,35000,
"Dec 30, 2020",One-off,1122,stocks,0.45,203.32,221,44933.72,
"Dec 30, 2020",One-off,1122,sbonds,0.15,203.32,73,14842.36,
"Dec 30, 2020",One-off,1122,sbonds,0.4,253.84,157,39852.88,
"Dec 30, 2020",One-off,1122,gold,0.0,177.7,0,0.0,
"Dec 30, 2020",One-off,1122,cash,0.0,1,0,0,
"Dec 30, 2020",One-off,1123,stocks,0.45,203.32,221,44933.72,
"Dec 30, 2020",One-off,1123,sbonds,0.15,203.32,73,14842.36,
"Dec 30, 2020",One-off,1123,sbonds,0.35,253.84,137,34776.08,
"Dec 30, 2020",One-off,1123,gold,0.05,177.7,28,4975.6,
"Dec 30, 2020",One-off,1123,cash,0.0,1,0,0,
"Dec 30, 2020",One-off,1124,stocks,0.45,203.32,221,44933.72,
"Dec 30, 2020",One-off,1124,sbonds,0.15,203.32,73,14842.36,
"Dec 30, 2020",One-off,1124,sbonds,0.35,253.84,137,34776.08,
"Dec 30, 2020",One-off,1124,gold,0.0,177.7,0,0.0,
"Dec 30, 2020",One-off,1124,cash,0.05,1,5000,5000,
"Dec 30, 2020",One-off,1125,stocks,0.45,203.32,221,44933.72,
"Dec 30, 2020",One-off,1125,sbonds,0.15,203.32,73,14842.36,
"Dec 30, 2020",One-off,1125,sbonds,0.3,253.84,118,29953.12,
"Dec 30, 2020",One-off,1125,gold,0.1,177.7,56,9951.2,
"Dec 30, 2020",One-off,1125,cash,0.0,1,0,0,
"Dec 30, 2020",One-off,1126,stocks,0.45,203.32,221,44933.72,
"Dec 30, 2020",One-off,1126,sbonds,0.15,203.32,73,14842.36,
"Dec 30, 2020",One-off,1126,sbonds,0.3,253.84,118,29953.12,
"Dec 30, 2020",One-off,1126,gold,0.05,177.7,28,4975.6,
"Dec 30, 2020",One-off,1126,cash,0.05,1,5000,5000,
"Dec 30, 2020",One-off,1127,stocks,0.45,203.32,221,44933.72,
"Dec 30, 2020",One-off,1127,sbonds,0.15,203.32,73,14842.36,
"Dec 30, 2020",One-off,1127,sbonds,0.3,253.84,118,29953.12,
"Dec 30, 2020",One-off,1127,gold,0.0,177.7,0,0.0,
"Dec 30, 2020",One-off,1127,cash,0.1,1,10000,10000,
"Dec 30, 2020",One-off,1128,stocks,0.45,203.32,221,44933.72,
"Dec 30, 2020",One-off,1128,sbonds,0.15,203.32,73,14842.36,
"Dec 30, 2020",One-off,1128,sbonds,0.25,253.84,98,24876.32,
"Dec 30, 2020",One-off,1128,gold,0.15,177.7,84,14926.8,
"Dec 30, 2020",One-off,1128,cash,0.0,1,0,0,
"Dec 30, 2020",One-off,1129,stocks,0.45,203.32,221,44933.72,
"Dec 30, 2020",One-off,1129,sbonds,0.15,203.32,73,14842.36,
"Dec 30, 2020",One-off,1129,sbonds,0.25,253.84,98,24876.32,
"Dec 30, 2020",One-off,1129,gold,0.1,177.7,56,9951.2,
"Dec 30, 2020",One-off,1129,cash,0.05,1,5000,5000,
"Dec 30, 2020",One-off,1130,stocks,0.45,203.32,221,44933.72,
"Dec 30, 2020",One-off,1130,sbonds,0.15,203.32,73,14842.36,
"Dec 30, 2020",One-off,1130,sbonds,0.25,253.84,98,24876.32,
"Dec 30, 2020",One-off,1130,gold,0.05,177.7,28,4975.6,
"Dec 30, 2020",One-off,1130,cash,0.1,1,10000,10000,
"Dec 30, 2020",One-off,1131,stocks,0.45,203.32,221,44933.72,
"Dec 30, 2020",One-off,1131,sbonds,0.15,203.32,73,14842.36,
"Dec 30, 2020",One-off,1131,sbonds,0.25,253.84,98,24876.32,
"Dec 30, 2020",One-off,1131,gold,0.0,177.7,0,0.0,
"Dec 30, 2020",One-off,1131,cash,0.15,1,15000,15000,
"Dec 30, 2020",One-off,1132,stocks,0.45,203.32,221,44933.72,
"Dec 30, 2020",One-off,1132,sbonds,0.15,203.32,73,14842.36,
"Dec 30, 2020",One-off,1132,sbonds,0.2,253.84,78,19799.52,
"Dec 30, 2020",One-off,1132,gold,0.2,177.7,112,19902.4,
"Dec 30, 2020",One-off,1132,cash,0.0,1,0,0,
"Dec 30, 2020",One-off,1133,stocks,0.45,203.32,221,44933.72,
"Dec 30, 2020",One-off,1133,sbonds,0.15,203.32,73,14842.36,
"Dec 30, 2020",One-off,1133,sbonds,0.2,253.84,78,19799.52,
"Dec 30, 2020",One-off,1133,gold,0.15,177.7,84,14926.8,
"Dec 30, 2020",One-off,1133,cash,0.05,1,5000,5000,
"Dec 30, 2020",One-off,1134,stocks,0.45,203.32,221,44933.72,
"Dec 30, 2020",One-off,1134,sbonds,0.15,203.32,73,14842.36,
"Dec 30, 2020",One-off,1134,sbonds,0.2,253.84,78,19799.52,
"Dec 30, 2020",One-off,1134,gold,0.1,177.7,56,9951.2,
"Dec 30, 2020",One-off,1134,cash,0.1,1,10000,10000,
"Dec 30, 2020",One-off,1135,stocks,0.45,203.32,221,44933.72,
"Dec 30, 2020",One-off,1135,sbonds,0.15,203.32,73,14842.36,
"Dec 30, 2020",One-off,1135,sbonds,0.2,253.84,78,19799.52,
"Dec 30, 2020",One-off,1135,gold,0.05,177.7,28,4975.6,
"Dec 30, 2020",One-off,1135,cash,0.15,1,15000,15000,
"Dec 30, 2020",One-off,1136,stocks,0.45,203.32,221,44933.72,
"Dec 30, 2020",One-off,1136,sbonds,0.15,203.32,73,14842.36,
"Dec 30, 2020",One-off,1136,sbonds,0.2,253.84,78,19799.52,
"Dec 30, 2020",One-off,1136,gold,0.0,177.7,0,0.0,
"Dec 30, 2020",One-off,1136,cash,0.2,1,20000,20000,
"Dec 30, 2020",One-off,1137,stocks,0.45,203.32,221,44933.72,
"Dec 30, 2020",One-off,1137,sbonds,0.15,203.32,73,14842.36,
"Dec 30, 2020",One-off,1137,sbonds,0.15,253.84,59,14976.56,
"Dec 30, 2020",One-off,1137,gold,0.25,177.7,140,24878.0,
"Dec 30, 2020",One-off,1137,cash,0.0,1,0,0,
"Dec 30, 2020",One-off,1138,stocks,0.45,203.32,221,44933.72,
"Dec 30, 2020",One-off,1138,sbonds,0.15,203.32,73,14842.36,
"Dec 30, 2020",One-off,1138,sbonds,0.15,253.84,59,14976.56,
"Dec 30, 2020",One-off,1138,gold,0.2,177.7,112,19902.4,
"Dec 30, 2020",One-off,1138,cash,0.05,1,5000,5000,
"Dec 30, 2020",One-off,1139,stocks,0.45,203.32,221,44933.72,
"Dec 30, 2020",One-off,1139,sbonds,0.15,203.32,73,14842.36,
"Dec 30, 2020",One-off,1139,sbonds,0.15,253.84,59,14976.56,
"Dec 30, 2020",One-off,1139,gold,0.15,177.7,84,14926.8,
"Dec 30, 2020",One-off,1139,cash,0.1,1,10000,10000,
"Dec 30, 2020",One-off,1140,stocks,0.45,203.32,221,44933.72,
"Dec 30, 2020",One-off,1140,sbonds,0.15,203.32,73,14842.36,
"Dec 30, 2020",One-off,1140,sbonds,0.15,253.84,59,14976.56,
"Dec 30, 2020",One-off,1140,gold,0.1,177.7,56,9951.2,
"Dec 30, 2020",One-off,1140,cash,0.15,1,15000,15000,
"Dec 30, 2020",One-off,1141,stocks,0.45,203.32,221,44933.72,
"Dec 30, 2020",One-off,1141,sbonds,0.15,203.32,73,14842.36,
"Dec 30, 2020",One-off,1141,sbonds,0.15,253.84,59,14976.56,
"Dec 30, 2020",One-off,1141,gold,0.05,177.7,28,4975.6,
"Dec 30, 2020",One-off,1141,cash,0.2,1,20000,20000,
"Dec 30, 2020",One-off,1142,stocks,0.45,203.32,221,44933.72,
"Dec 30, 2020",One-off,1142,sbonds,0.15,203.32,73,14842.36,
"Dec 30, 2020",One-off,1142,sbonds,0.15,253.84,59,14976.56,
"Dec 30, 2020",One-off,1142,gold,0.0,177.7,0,0.0,
"Dec 30, 2020",One-off,1142,cash,0.25,1,25000,25000,
"Dec 30, 2020",One-off,1143,stocks,0.45,203.32,221,44933.72,
"Dec 30, 2020",One-off,1143,sbonds,0.15,203.32,73,14842.36,
"Dec 30, 2020",One-off,1143,sbonds,0.1,253.84,39,9899.76,
"Dec 30, 2020",One-off,1143,gold,0.3,177.7,168,29853.6,
"Dec 30, 2020",One-off,1143,cash,0.0,1,0,0,
"Dec 30, 2020",One-off,1144,stocks,0.45,203.32,221,44933.72,
"Dec 30, 2020",One-off,1144,sbonds,0.15,203.32,73,14842.36,
"Dec 30, 2020",One-off,1144,sbonds,0.1,253.84,39,9899.76,
"Dec 30, 2020",One-off,1144,gold,0.25,177.7,140,24878.0,
"Dec 30, 2020",One-off,1144,cash,0.05,1,5000,5000,
"Dec 30, 2020",One-off,1145,stocks,0.45,203.32,221,44933.72,
"Dec 30, 2020",One-off,1145,sbonds,0.15,203.32,73,14842.36,
"Dec 30, 2020",One-off,1145,sbonds,0.1,253.84,39,9899.76,
"Dec 30, 2020",One-off,1145,gold,0.2,177.7,112,19902.4,
"Dec 30, 2020",One-off,1145,cash,0.1,1,10000,10000,
"Dec 30, 2020",One-off,1146,stocks,0.45,203.32,221,44933.72,
"Dec 30, 2020",One-off,1146,sbonds,0.15,203.32,73,14842.36,
"Dec 30, 2020",One-off,1146,sbonds,0.1,253.84,39,9899.76,
"Dec 30, 2020",One-off,1146,gold,0.15,177.7,84,14926.8,
"Dec 30, 2020",One-off,1146,cash,0.15,1,15000,15000,
"Dec 30, 2020",One-off,1147,stocks,0.45,203.32,221,44933.72,
"Dec 30, 2020",One-off,1147,sbonds,0.15,203.32,73,14842.36,
"Dec 30, 2020",One-off,1147,sbonds,0.1,253.84,39,9899.76,
"Dec 30, 2020",One-off,1147,gold,0.1,177.7,56,9951.2,
"Dec 30, 2020",One-off,1147,cash,0.2,1,20000,20000,
"Dec 30, 2020",One-off,1148,stocks,0.45,203.32,221,44933.72,
"Dec 30, 2020",One-off,1148,sbonds,0.15,203.32,73,14842.36,
"Dec 30, 2020",One-off,1148,sbonds,0.1,253.84,39,9899.76,
"Dec 30, 2020",One-off,1148,gold,0.05,177.7,28,4975.6,
"Dec 30, 2020",One-off,1148,cash,0.25,1,25000,25000,
"Dec 30, 2020",One-off,1149,stocks,0.45,203.32,221,44933.72,
"Dec 30, 2020",One-off,1149,sbonds,0.15,203.32,73,14842.36,
"Dec 30, 2020",One-off,1149,sbonds,0.1,253.84,39,9899.76,
"Dec 30, 2020",One-off,1149,gold,0.0,177.7,0,0.0,
"Dec 30, 2020",One-off,1149,cash,0.3,1,30000,30000,
"Dec 30, 2020",One-off,1150,stocks,0.45,203.32,221,44933.72,
"Dec 30, 2020",One-off,1150,sbonds,0.15,203.32,73,14842.36,
"Dec 30, 2020",One-off,1150,sbonds,0.05,253.84,19,4822.96,
"Dec 30, 2020",One-off,1150,gold,0.35,177.7,196,34829.2,
"Dec 30, 2020",One-off,1150,cash,0.0,1,0,0,
"Dec 30, 2020",One-off,1151,stocks,0.45,203.32,221,44933.72,
"Dec 30, 2020",One-off,1151,sbonds,0.15,203.32,73,14842.36,
"Dec 30, 2020",One-off,1151,sbonds,0.05,253.84,19,4822.96,
"Dec 30, 2020",One-off,1151,gold,0.3,177.7,168,29853.6,
"Dec 30, 2020",One-off,1151,cash,0.05,1,5000,5000,
"Dec 30, 2020",One-off,1152,stocks,0.45,203.32,221,44933.72,
"Dec 30, 2020",One-off,1152,sbonds,0.15,203.32,73,14842.36,
"Dec 30, 2020",One-off,1152,sbonds,0.05,253.84,19,4822.96,
"Dec 30, 2020",One-off,1152,gold,0.25,177.7,140,24878.0,
"Dec 30, 2020",One-off,1152,cash,0.1,1,10000,10000,
"Dec 30, 2020",One-off,1153,stocks,0.45,203.32,221,44933.72,
"Dec 30, 2020",One-off,1153,sbonds,0.15,203.32,73,14842.36,
"Dec 30, 2020",One-off,1153,sbonds,0.05,253.84,19,4822.96,
"Dec 30, 2020",One-off,1153,gold,0.2,177.7,112,19902.4,
"Dec 30, 2020",One-off,1153,cash,0.15,1,15000,15000,
"Dec 30, 2020",One-off,1154,stocks,0.45,203.32,221,44933.72,
"Dec 30, 2020",One-off,1154,sbonds,0.15,203.32,73,14842.36,
"Dec 30, 2020",One-off,1154,sbonds,0.05,253.84,19,4822.96,
"Dec 30, 2020",One-off,1154,gold,0.15,177.7,84,14926.8,
"Dec 30, 2020",One-off,1154,cash,0.2,1,20000,20000,
"Dec 30, 2020",One-off,1155,stocks,0.45,203.32,221,44933.72,
"Dec 30, 2020",One-off,1155,sbonds,0.15,203.32,73,14842.36,
"Dec 30, 2020",One-off,1155,sbonds,0.05,253.84,19,4822.96,
"Dec 30, 2020",One-off,1155,gold,0.1,177.7,56,9951.2,
"Dec 30, 2020",One-off,1155,cash,0.25,1,25000,25000,
"Dec 30, 2020",One-off,1156,stocks,0.45,203.32,221,44933.72,
"Dec 30, 2020",One-off,1156,sbonds,0.15,203.32,73,14842.36,
"Dec 30, 2020",One-off,1156,sbonds,0.05,253.84,19,4822.96,
"Dec 30, 2020",One-off,1156,gold,0.05,177.7,28,4975.6,
"Dec 30, 2020",One-off,1156,cash,0.3,1,30000,30000,
"Dec 30, 2020",One-off,1157,stocks,0.45,203.32,221,44933.72,
"Dec 30, 2020",One-off,1157,sbonds,0.15,203.32,73,14842.36,
"Dec 30, 2020",One-off,1157,sbonds,0.05,253.84,19,4822.96,
"Dec 30, 2020",One-off,1157,gold,0.0,177.7,0,0.0,
"Dec 30, 2020",One-off,1157,cash,0.35,1,35000,35000,
"Dec 30, 2020",One-off,1158,stocks,0.45,203.32,221,44933.72,
"Dec 30, 2020",One-off,1158,sbonds,0.15,203.32,73,14842.36,
"Dec 30, 2020",One-off,1158,sbonds,0.0,253.84,0,0.0,
"Dec 30, 2020",One-off,1158,gold,0.4,177.7,225,39982.5,
"Dec 30, 2020",One-off,1158,cash,0.0,1,0,0,
"Dec 30, 2020",One-off,1159,stocks,0.45,203.32,221,44933.72,
"Dec 30, 2020",One-off,1159,sbonds,0.15,203.32,73,14842.36,
"Dec 30, 2020",One-off,1159,sbonds,0.0,253.84,0,0.0,
"Dec 30, 2020",One-off,1159,gold,0.35,177.7,196,34829.2,
"Dec 30, 2020",One-off,1159,cash,0.05,1,5000,5000,
"Dec 30, 2020",One-off,1160,stocks,0.45,203.32,221,44933.72,
"Dec 30, 2020",One-off,1160,sbonds,0.15,203.32,73,14842.36,
"Dec 30, 2020",One-off,1160,sbonds,0.0,253.84,0,0.0,
"Dec 30, 2020",One-off,1160,gold,0.3,177.7,168,29853.6,
"Dec 30, 2020",One-off,1160,cash,0.1,1,10000,10000,
"Dec 30, 2020",One-off,1161,stocks,0.45,203.32,221,44933.72,
"Dec 30, 2020",One-off,1161,sbonds,0.15,203.32,73,14842.36,
"Dec 30, 2020",One-off,1161,sbonds,0.0,253.84,0,0.0,
"Dec 30, 2020",One-off,1161,gold,0.25,177.7,140,24878.0,
"Dec 30, 2020",One-off,1161,cash,0.15,1,15000,15000,
"Dec 30, 2020",One-off,1162,stocks,0.45,203.32,221,44933.72,
"Dec 30, 2020",One-off,1162,sbonds,0.15,203.32,73,14842.36,
"Dec 30, 2020",One-off,1162,sbonds,0.0,253.84,0,0.0,
"Dec 30, 2020",One-off,1162,gold,0.2,177.7,112,19902.4,
"Dec 30, 2020",One-off,1162,cash,0.2,1,20000,20000,
"Dec 30, 2020",One-off,1163,stocks,0.45,203.32,221,44933.72,
"Dec 30, 2020",One-off,1163,sbonds,0.15,203.32,73,14842.36,
"Dec 30, 2020",One-off,1163,sbonds,0.0,253.84,0,0.0,
"Dec 30, 2020",One-off,1163,gold,0.15,177.7,84,14926.8,
"Dec 30, 2020",One-off,1163,cash,0.25,1,25000,25000,
"Dec 30, 2020",One-off,1164,stocks,0.45,203.32,221,44933.72,
"Dec 30, 2020",One-off,1164,sbonds,0.15,203.32,73,14842.36,
"Dec 30, 2020",One-off,1164,sbonds,0.0,253.84,0,0.0,
"Dec 30, 2020",One-off,1164,gold,0.1,177.7,56,9951.2,
"Dec 30, 2020",One-off,1164,cash,0.3,1,30000,30000,
"Dec 30, 2020",One-off,1165,stocks,0.45,203.32,221,44933.72,
"Dec 30, 2020",One-off,1165,sbonds,0.15,203.32,73,14842.36,
"Dec 30, 2020",One-off,1165,sbonds,0.0,253.84,0,0.0,
"Dec 30, 2020",One-off,1165,gold,0.05,177.7,28,4975.6,
"Dec 30, 2020",One-off,1165,cash,0.35,1,35000,35000,
"Dec 30, 2020",One-off,1166,stocks,0.45,203.32,221,44933.72,
"Dec 30, 2020",One-off,1166,sbonds,0.15,203.32,73,14842.36,
"Dec 30, 2020",One-off,1166,sbonds,0.0,253.84,0,0.0,
"Dec 30, 2020",One-off,1166,gold,0.0,177.7,0,0.0,
"Dec 30, 2020",One-off,1166,cash,0.4,1,40000,40000,
"Dec 30, 2020",One-off,1167,stocks,0.45,203.32,221,44933.72,
"Dec 30, 2020",One-off,1167,sbonds,0.1,203.32,49,9962.68,
"Dec 30, 2020",One-off,1167,sbonds,0.45,253.84,177,44929.68,
"Dec 30, 2020",One-off,1167,gold,0.0,177.7,0,0.0,
"Dec 30, 2020",One-off,1167,cash,0.0,1,0,0,
"Dec 30, 2020",One-off,1168,stocks,0.45,203.32,221,44933.72,
"Dec 30, 2020",One-off,1168,sbonds,0.1,203.32,49,9962.68,
"Dec 30, 2020",One-off,1168,sbonds,0.4,253.84,157,39852.88,
"Dec 30, 2020",One-off,1168,gold,0.05,177.7,28,4975.6,
"Dec 30, 2020",One-off,1168,cash,0.0,1,0,0,
"Dec 30, 2020",One-off,1169,stocks,0.45,203.32,221,44933.72,
"Dec 30, 2020",One-off,1169,sbonds,0.1,203.32,49,9962.68,
"Dec 30, 2020",One-off,1169,sbonds,0.4,253.84,157,39852.88,
"Dec 30, 2020",One-off,1169,gold,0.0,177.7,0,0.0,
"Dec 30, 2020",One-off,1169,cash,0.05,1,5000,5000,
"Dec 30, 2020",One-off,1170,stocks,0.45,203.32,221,44933.72,
"Dec 30, 2020",One-off,1170,sbonds,0.1,203.32,49,9962.68,
"Dec 30, 2020",One-off,1170,sbonds,0.35,253.84,137,34776.08,
"Dec 30, 2020",One-off,1170,gold,0.1,177.7,56,9951.2,
"Dec 30, 2020",One-off,1170,cash,0.0,1,0,0,
"Dec 30, 2020",One-off,1171,stocks,0.45,203.32,221,44933.72,
"Dec 30, 2020",One-off,1171,sbonds,0.1,203.32,49,9962.68,
"Dec 30, 2020",One-off,1171,sbonds,0.35,253.84,137,34776.08,
"Dec 30, 2020",One-off,1171,gold,0.05,177.7,28,4975.6,
"Dec 30, 2020",One-off,1171,cash,0.05,1,5000,5000,
"Dec 30, 2020",One-off,1172,stocks,0.45,203.32,221,44933.72,
"Dec 30, 2020",One-off,1172,sbonds,0.1,203.32,49,9962.68,
"Dec 30, 2020",One-off,1172,sbonds,0.35,253.84,137,34776.08,
"Dec 30, 2020",One-off,1172,gold,0.0,177.7,0,0.0,
"Dec 30, 2020",One-off,1172,cash,0.1,1,10000,10000,
"Dec 30, 2020",One-off,1173,stocks,0.45,203.32,221,44933.72,
"Dec 30, 2020",One-off,1173,sbonds,0.1,203.32,49,9962.68,
"Dec 30, 2020",One-off,1173,sbonds,0.3,253.84,118,29953.12,
"Dec 30, 2020",One-off,1173,gold,0.15,177.7,84,14926.8,
"Dec 30, 2020",One-off,1173,cash,0.0,1,0,0,
"Dec 30, 2020",One-off,1174,stocks,0.45,203.32,221,44933.72,
"Dec 30, 2020",One-off,1174,sbonds,0.1,203.32,49,9962.68,
"Dec 30, 2020",One-off,1174,sbonds,0.3,253.84,118,29953.12,
"Dec 30, 2020",One-off,1174,gold,0.1,177.7,56,9951.2,
"Dec 30, 2020",One-off,1174,cash,0.05,1,5000,5000,
"Dec 30, 2020",One-off,1175,stocks,0.45,203.32,221,44933.72,
"Dec 30, 2020",One-off,1175,sbonds,0.1,203.32,49,9962.68,
"Dec 30, 2020",One-off,1175,sbonds,0.3,253.84,118,29953.12,
"Dec 30, 2020",One-off,1175,gold,0.05,177.7,28,4975.6,
"Dec 30, 2020",One-off,1175,cash,0.1,1,10000,10000,
"Dec 30, 2020",One-off,1176,stocks,0.45,203.32,221,44933.72,
"Dec 30, 2020",One-off,1176,sbonds,0.1,203.32,49,9962.68,
"Dec 30, 2020",One-off,1176,sbonds,0.3,253.84,118,29953.12,
"Dec 30, 2020",One-off,1176,gold,0.0,177.7,0,0.0,
"Dec 30, 2020",One-off,1176,cash,0.15,1,15000,15000,
"Dec 30, 2020",One-off,1177,stocks,0.45,203.32,221,44933.72,
"Dec 30, 2020",One-off,1177,sbonds,0.1,203.32,49,9962.68,
"Dec 30, 2020",One-off,1177,sbonds,0.25,253.84,98,24876.32,
"Dec 30, 2020",One-off,1177,gold,0.2,177.7,112,19902.4,
"Dec 30, 2020",One-off,1177,cash,0.0,1,0,0,
"Dec 30, 2020",One-off,1178,stocks,0.45,203.32,221,44933.72,
"Dec 30, 2020",One-off,1178,sbonds,0.1,203.32,49,9962.68,
