Date,Trading method,Allocation no,Asset,Weight of asset,Asset price,Amount to buy,Total spending,Investment period
"Jul 01, 2020",One-off,2483,stocks,0.3,181.47,165,29942.55,3
"Jul 01, 2020",One-off,2483,cbonds,0.35,83.04,421,34959.84,3
"Jul 01, 2020",One-off,2483,sbonds,0.1,261.9,38,9952.2,3
"Jul 01, 2020",One-off,2483,gold,0.1,166.62,60,9997.2,3
"Jul 01, 2020",One-off,2483,cash,0.15,1,15000,15000,3
"Jul 01, 2020",One-off,2484,stocks,0.3,181.47,165,29942.55,3
"Jul 01, 2020",One-off,2484,cbonds,0.35,83.04,421,34959.84,3
"Jul 01, 2020",One-off,2484,sbonds,0.1,261.9,38,9952.2,3
"Jul 01, 2020",One-off,2484,gold,0.05,166.62,30,4998.6,3
"Jul 01, 2020",One-off,2484,cash,0.2,1,20000,20000,3
"Jul 01, 2020",One-off,2485,stocks,0.3,181.47,165,29942.55,3
"Jul 01, 2020",One-off,2485,cbonds,0.35,83.04,421,34959.84,3
"Jul 01, 2020",One-off,2485,sbonds,0.1,261.9,38,9952.2,3
"Jul 01, 2020",One-off,2485,gold,0.0,166.62,0,0.0,3
"Jul 01, 2020",One-off,2485,cash,0.25,1,25000,25000,3
"Jul 01, 2020",One-off,2486,stocks,0.3,181.47,165,29942.55,3
"Jul 01, 2020",One-off,2486,cbonds,0.35,83.04,421,34959.84,3
"Jul 01, 2020",One-off,2486,sbonds,0.05,261.9,19,4976.1,3
"Jul 01, 2020",One-off,2486,gold,0.3,166.62,180,29991.6,3
"Jul 01, 2020",One-off,2486,cash,0.0,1,0,0,3
"Jul 01, 2020",One-off,2487,stocks,0.3,181.47,165,29942.55,3
"Jul 01, 2020",One-off,2487,cbonds,0.35,83.04,421,34959.84,3
"Jul 01, 2020",One-off,2487,sbonds,0.05,261.9,19,4976.1,3
"Jul 01, 2020",One-off,2487,gold,0.25,166.62,150,24993.0,3
"Jul 01, 2020",One-off,2487,cash,0.05,1,5000,5000,3
"Jul 01, 2020",One-off,2488,stocks,0.3,181.47,165,29942.55,3
"Jul 01, 2020",One-off,2488,cbonds,0.35,83.04,421,34959.84,3
"Jul 01, 2020",One-off,2488,sbonds,0.05,261.9,19,4976.1,3
"Jul 01, 2020",One-off,2488,gold,0.2,166.62,120,19994.4,3
"Jul 01, 2020",One-off,2488,cash,0.1,1,10000,10000,3
"Jul 01, 2020",One-off,2489,stocks,0.3,181.47,165,29942.55,3
"Jul 01, 2020",One-off,2489,cbonds,0.35,83.04,421,34959.84,3
"Jul 01, 2020",One-off,2489,sbonds,0.05,261.9,19,4976.1,3
"Jul 01, 2020",One-off,2489,gold,0.15,166.62,90,14995.8,3
"Jul 01, 2020",One-off,2489,cash,0.15,1,15000,15000,3
"Jul 01, 2020",One-off,2490,stocks,0.3,181.47,165,29942.55,3
"Jul 01, 2020",One-off,2490,cbonds,0.35,83.04,421,34959.84,3
"Jul 01, 2020",One-off,2490,sbonds,0.05,261.9,19,4976.1,3
"Jul 01, 2020",One-off,2490,gold,0.1,166.62,60,9997.2,3
"Jul 01, 2020",One-off,2490,cash,0.2,1,20000,20000,3
"Jul 01, 2020",One-off,2491,stocks,0.3,181.47,165,29942.55,3
"Jul 01, 2020",One-off,2491,cbonds,0.35,83.04,421,34959.84,3
"Jul 01, 2020",One-off,2491,sbonds,0.05,261.9,19,4976.1,3
"Jul 01, 2020",One-off,2491,gold,0.05,166.62,30,4998.6,3
"Jul 01, 2020",One-off,2491,cash,0.25,1,25000,25000,3
"Jul 01, 2020",One-off,2492,stocks,0.3,181.47,165,29942.55,3
"Jul 01, 2020",One-off,2492,cbonds,0.35,83.04,421,34959.84,3
"Jul 01, 2020",One-off,2492,sbonds,0.05,261.9,19,4976.1,3
"Jul 01, 2020",One-off,2492,gold,0.0,166.62,0,0.0,3
"Jul 01, 2020",One-off,2492,cash,0.3,1,30000,30000,3
"Jul 01, 2020",One-off,2493,stocks,0.3,181.47,165,29942.55,3
"Jul 01, 2020",One-off,2493,cbonds,0.35,83.04,421,34959.84,3
"Jul 01, 2020",One-off,2493,sbonds,0.0,261.9,0,0.0,3
"Jul 01, 2020",One-off,2493,gold,0.35,166.62,210,34990.2,3
"Jul 01, 2020",One-off,2493,cash,0.0,1,0,0,3
"Jul 01, 2020",One-off,2494,stocks,0.3,181.47,165,29942.55,3
"Jul 01, 2020",One-off,2494,cbonds,0.35,83.04,421,34959.84,3
"Jul 01, 2020",One-off,2494,sbonds,0.0,261.9,0,0.0,3
"Jul 01, 2020",One-off,2494,gold,0.3,166.62,180,29991.6,3
"Jul 01, 2020",One-off,2494,cash,0.05,1,5000,5000,3
"Jul 01, 2020",One-off,2495,stocks,0.3,181.47,165,29942.55,3
"Jul 01, 2020",One-off,2495,cbonds,0.35,83.04,421,34959.84,3
"Jul 01, 2020",One-off,2495,sbonds,0.0,261.9,0,0.0,3
"Jul 01, 2020",One-off,2495,gold,0.25,166.62,150,24993.0,3
"Jul 01, 2020",One-off,2495,cash,0.1,1,10000,10000,3
"Jul 01, 2020",One-off,2496,stocks,0.3,181.47,165,29942.55,3
"Jul 01, 2020",One-off,2496,cbonds,0.35,83.04,421,34959.84,3
"Jul 01, 2020",One-off,2496,sbonds,0.0,261.9,0,0.0,3
"Jul 01, 2020",One-off,2496,gold,0.2,166.62,120,19994.4,3
"Jul 01, 2020",One-off,2496,cash,0.15,1,15000,15000,3
"Jul 01, 2020",One-off,2497,stocks,0.3,181.47,165,29942.55,3
"Jul 01, 2020",One-off,2497,cbonds,0.35,83.04,421,34959.84,3
"Jul 01, 2020",One-off,2497,sbonds,0.0,261.9,0,0.0,3
"Jul 01, 2020",One-off,2497,gold,0.15,166.62,90,14995.8,3
"Jul 01, 2020",One-off,2497,cash,0.2,1,20000,20000,3
"Jul 01, 2020",One-off,2498,stocks,0.3,181.47,165,29942.55,3
"Jul 01, 2020",One-off,2498,cbonds,0.35,83.04,421,34959.84,3
"Jul 01, 2020",One-off,2498,sbonds,0.0,261.9,0,0.0,3
"Jul 01, 2020",One-off,2498,gold,0.1,166.62,60,9997.2,3
"Jul 01, 2020",One-off,2498,cash,0.25,1,25000,25000,3
"Jul 01, 2020",One-off,2499,stocks,0.3,181.47,165,29942.55,3
"Jul 01, 2020",One-off,2499,cbonds,0.35,83.04,421,34959.84,3
"Jul 01, 2020",One-off,2499,sbonds,0.0,261.9,0,0.0,3
"Jul 01, 2020",One-off,2499,gold,0.05,166.62,30,4998.6,3
"Jul 01, 2020",One-off,2499,cash,0.3,1,30000,30000,3
"Jul 01, 2020",One-off,2500,stocks,0.3,181.47,165,29942.55,3
"Jul 01, 2020",One-off,2500,cbonds,0.35,83.04,421,34959.84,3
"Jul 01, 2020",One-off,2500,sbonds,0.0,261.9,0,0.0,3
"Jul 01, 2020",One-off,2500,gold,0.0,166.62,0,0.0,3
"Jul 01, 2020",One-off,2500,cash,0.35,1,35000,35000,3
"Jul 01, 2020",One-off,2501,stocks,0.3,181.47,165,29942.55,3
"Jul 01, 2020",One-off,2501,cbonds,0.3,83.04,361,29977.44,3
"Jul 01, 2020",One-off,2501,sbonds,0.4,261.9,152,39808.8,3
"Jul 01, 2020",One-off,2501,gold,0.0,166.62,0,0.0,3
"Jul 01, 2020",One-off,2501,cash,0.0,1,0,0,3
"Jul 01, 2020",One-off,2502,stocks,0.3,181.47,165,29942.55,3
"Jul 01, 2020",One-off,2502,cbonds,0.3,83.04,361,29977.44,3
"Jul 01, 2020",One-off,2502,sbonds,0.35,261.9,133,34832.7,3
"Jul 01, 2020",One-off,2502,gold,0.05,166.62,30,4998.6,3
"Jul 01, 2020",One-off,2502,cash,0.0,1,0,0,3
"Jul 01, 2020",One-off,2503,stocks,0.3,181.47,165,29942.55,3
"Jul 01, 2020",One-off,2503,cbonds,0.3,83.04,361,29977.44,3
"Jul 01, 2020",One-off,2503,sbonds,0.35,261.9,133,34832.7,3
"Jul 01, 2020",One-off,2503,gold,0.0,166.62,0,0.0,3
"Jul 01, 2020",One-off,2503,cash,0.05,1,5000,5000,3
"Jul 01, 2020",One-off,2504,stocks,0.3,181.47,165,29942.55,3
"Jul 01, 2020",One-off,2504,cbonds,0.3,83.04,361,29977.44,3
"Jul 01, 2020",One-off,2504,sbonds,0.3,261.9,114,29856.6,3
"Jul 01, 2020",One-off,2504,gold,0.1,166.62,60,9997.2,3
"Jul 01, 2020",One-off,2504,cash,0.0,1,0,0,3
"Jul 01, 2020",One-off,2505,stocks,0.3,181.47,165,29942.55,3
"Jul 01, 2020",One-off,2505,cbonds,0.3,83.04,361,29977.44,3
"Jul 01, 2020",One-off,2505,sbonds,0.3,261.9,114,29856.6,3
"Jul 01, 2020",One-off,2505,gold,0.05,166.62,30,4998.6,3
"Jul 01, 2020",One-off,2505,cash,0.05,1,5000,5000,3
"Jul 01, 2020",One-off,2506,stocks,0.3,181.47,165,29942.55,3
"Jul 01, 2020",One-off,2506,cbonds,0.3,83.04,361,29977.44,3
"Jul 01, 2020",One-off,2506,sbonds,0.3,261.9,114,29856.6,3
"Jul 01, 2020",One-off,2506,gold,0.0,166.62,0,0.0,3
"Jul 01, 2020",One-off,2506,cash,0.1,1,10000,10000,3
"Jul 01, 2020",One-off,2507,stocks,0.3,181.47,165,29942.55,3
"Jul 01, 2020",One-off,2507,cbonds,0.3,83.04,361,29977.44,3
"Jul 01, 2020",One-off,2507,sbonds,0.25,261.9,95,24880.5,3
"Jul 01, 2020",One-off,2507,gold,0.15,166.62,90,14995.8,3
"Jul 01, 2020",One-off,2507,cash,0.0,1,0,0,3
"Jul 01, 2020",One-off,2508,stocks,0.3,181.47,165,29942.55,3
"Jul 01, 2020",One-off,2508,cbonds,0.3,83.04,361,29977.44,3
"Jul 01, 2020",One-off,2508,sbonds,0.25,261.9,95,24880.5,3
"Jul 01, 2020",One-off,2508,gold,0.1,166.62,60,9997.2,3
"Jul 01, 2020",One-off,2508,cash,0.05,1,5000,5000,3
"Jul 01, 2020",One-off,2509,stocks,0.3,181.47,165,29942.55,3
"Jul 01, 2020",One-off,2509,cbonds,0.3,83.04,361,29977.44,3
"Jul 01, 2020",One-off,2509,sbonds,0.25,261.9,95,24880.5,3
"Jul 01, 2020",One-off,2509,gold,0.05,166.62,30,4998.6,3
"Jul 01, 2020",One-off,2509,cash,0.1,1,10000,10000,3
"Jul 01, 2020",One-off,2510,stocks,0.3,181.47,165,29942.55,3
"Jul 01, 2020",One-off,2510,cbonds,0.3,83.04,361,29977.44,3
"Jul 01, 2020",One-off,2510,sbonds,0.25,261.9,95,24880.5,3
"Jul 01, 2020",One-off,2510,gold,0.0,166.62,0,0.0,3
"Jul 01, 2020",One-off,2510,cash,0.15,1,15000,15000,3
"Jul 01, 2020",One-off,2511,stocks,0.3,181.47,165,29942.55,3
"Jul 01, 2020",One-off,2511,cbonds,0.3,83.04,361,29977.44,3
"Jul 01, 2020",One-off,2511,sbonds,0.2,261.9,76,19904.4,3
"Jul 01, 2020",One-off,2511,gold,0.2,166.62,120,19994.4,3
"Jul 01, 2020",One-off,2511,cash,0.0,1,0,0,3
"Jul 01, 2020",One-off,2512,stocks,0.3,181.47,165,29942.55,3
"Jul 01, 2020",One-off,2512,cbonds,0.3,83.04,361,29977.44,3
"Jul 01, 2020",One-off,2512,sbonds,0.2,261.9,76,19904.4,3
"Jul 01, 2020",One-off,2512,gold,0.15,166.62,90,14995.8,3
"Jul 01, 2020",One-off,2512,cash,0.05,1,5000,5000,3
"Jul 01, 2020",One-off,2513,stocks,0.3,181.47,165,29942.55,3
"Jul 01, 2020",One-off,2513,cbonds,0.3,83.04,361,29977.44,3
"Jul 01, 2020",One-off,2513,sbonds,0.2,261.9,76,19904.4,3
"Jul 01, 2020",One-off,2513,gold,0.1,166.62,60,9997.2,3
"Jul 01, 2020",One-off,2513,cash,0.1,1,10000,10000,3
"Jul 01, 2020",One-off,2514,stocks,0.3,181.47,165,29942.55,3
"Jul 01, 2020",One-off,2514,cbonds,0.3,83.04,361,29977.44,3
"Jul 01, 2020",One-off,2514,sbonds,0.2,261.9,76,19904.4,3
"Jul 01, 2020",One-off,2514,gold,0.05,166.62,30,4998.6,3
"Jul 01, 2020",One-off,2514,cash,0.15,1,15000,15000,3
"Jul 01, 2020",One-off,2515,stocks,0.3,181.47,165,29942.55,3
"Jul 01, 2020",One-off,2515,cbonds,0.3,83.04,361,29977.44,3
"Jul 01, 2020",One-off,2515,sbonds,0.2,261.9,76,19904.4,3
"Jul 01, 2020",One-off,2515,gold,0.0,166.62,0,0.0,3
"Jul 01, 2020",One-off,2515,cash,0.2,1,20000,20000,3
"Jul 01, 2020",One-off,2516,stocks,0.3,181.47,165,29942.55,3
"Jul 01, 2020",One-off,2516,cbonds,0.3,83.04,361,29977.44,3
"Jul 01, 2020",One-off,2516,sbonds,0.15,261.9,57,14928.3,3
"Jul 01, 2020",One-off,2516,gold,0.25,166.62,150,24993.0,3
"Jul 01, 2020",One-off,2516,cash,0.0,1,0,0,3
"Jul 01, 2020",One-off,2517,stocks,0.3,181.47,165,29942.55,3
"Jul 01, 2020",One-off,2517,cbonds,0.3,83.04,361,29977.44,3
"Jul 01, 2020",One-off,2517,sbonds,0.15,261.9,57,14928.3,3
"Jul 01, 2020",One-off,2517,gold,0.2,166.62,120,19994.4,3
"Jul 01, 2020",One-off,2517,cash,0.05,1,5000,5000,3
"Jul 01, 2020",One-off,2518,stocks,0.3,181.47,165,29942.55,3
"Jul 01, 2020",One-off,2518,cbonds,0.3,83.04,361,29977.44,3
"Jul 01, 2020",One-off,2518,sbonds,0.15,261.9,57,14928.3,3
"Jul 01, 2020",One-off,2518,gold,0.15,166.62,90,14995.8,3
"Jul 01, 2020",One-off,2518,cash,0.1,1,10000,10000,3
"Jul 01, 2020",One-off,2519,stocks,0.3,181.47,165,29942.55,3
"Jul 01, 2020",One-off,2519,cbonds,0.3,83.04,361,29977.44,3
"Jul 01, 2020",One-off,2519,sbonds,0.15,261.9,57,14928.3,3
"Jul 01, 2020",One-off,2519,gold,0.1,166.62,60,9997.2,3
"Jul 01, 2020",One-off,2519,cash,0.15,1,15000,15000,3
"Jul 01, 2020",One-off,2520,stocks,0.3,181.47,165,29942.55,3
"Jul 01, 2020",One-off,2520,cbonds,0.3,83.04,361,29977.44,3
"Jul 01, 2020",One-off,2520,sbonds,0.15,261.9,57,14928.3,3
"Jul 01, 2020",One-off,2520,gold,0.05,166.62,30,4998.6,3
"Jul 01, 2020",One-off,2520,cash,0.2,1,20000,20000,3
"Jul 01, 2020",One-off,2521,stocks,0.3,181.47,165,29942.55,3
"Jul 01, 2020",One-off,2521,cbonds,0.3,83.04,361,29977.44,3
"Jul 01, 2020",One-off,2521,sbonds,0.15,261.9,57,14928.3,3
"Jul 01, 2020",One-off,2521,gold,0.0,166.62,0,0.0,3
"Jul 01, 2020",One-off,2521,cash,0.25,1,25000,25000,3
"Jul 01, 2020",One-off,2522,stocks,0.3,181.47,165,29942.55,3
"Jul 01, 2020",One-off,2522,cbonds,0.3,83.04,361,29977.44,3
"Jul 01, 2020",One-off,2522,sbonds,0.1,261.9,38,9952.2,3
"Jul 01, 2020",One-off,2522,gold,0.3,166.62,180,29991.6,3
"Jul 01, 2020",One-off,2522,cash,0.0,1,0,0,3
"Jul 01, 2020",One-off,2523,stocks,0.3,181.47,165,29942.55,3
"Jul 01, 2020",One-off,2523,cbonds,0.3,83.04,361,29977.44,3
"Jul 01, 2020",One-off,2523,sbonds,0.1,261.9,38,9952.2,3
"Jul 01, 2020",One-off,2523,gold,0.25,166.62,150,24993.0,3
"Jul 01, 2020",One-off,2523,cash,0.05,1,5000,5000,3
"Jul 01, 2020",One-off,2524,stocks,0.3,181.47,165,29942.55,3
"Jul 01, 2020",One-off,2524,cbonds,0.3,83.04,361,29977.44,3
"Jul 01, 2020",One-off,2524,sbonds,0.1,261.9,38,9952.2,3
"Jul 01, 2020",One-off,2524,gold,0.2,166.62,120,19994.4,3
"Jul 01, 2020",One-off,2524,cash,0.1,1,10000,10000,3
"Jul 01, 2020",One-off,2525,stocks,0.3,181.47,165,29942.55,3
"Jul 01, 2020",One-off,2525,cbonds,0.3,83.04,361,29977.44,3
"Jul 01, 2020",One-off,2525,sbonds,0.1,261.9,38,9952.2,3
"Jul 01, 2020",One-off,2525,gold,0.15,166.62,90,14995.8,3
"Jul 01, 2020",One-off,2525,cash,0.15,1,15000,15000,3
"Jul 01, 2020",One-off,2526,stocks,0.3,181.47,165,29942.55,3
"Jul 01, 2020",One-off,2526,cbonds,0.3,83.04,361,29977.44,3
"Jul 01, 2020",One-off,2526,sbonds,0.1,261.9,38,9952.2,3
"Jul 01, 2020",One-off,2526,gold,0.1,166.62,60,9997.2,3
"Jul 01, 2020",One-off,2526,cash,0.2,1,20000,20000,3
"Jul 01, 2020",One-off,2527,stocks,0.3,181.47,165,29942.55,3
"Jul 01, 2020",One-off,2527,cbonds,0.3,83.04,361,29977.44,3
"Jul 01, 2020",One-off,2527,sbonds,0.1,261.9,38,9952.2,3
"Jul 01, 2020",One-off,2527,gold,0.05,166.62,30,4998.6,3
"Jul 01, 2020",One-off,2527,cash,0.25,1,25000,25000,3
"Jul 01, 2020",One-off,2528,stocks,0.3,181.47,165,29942.55,3
"Jul 01, 2020",One-off,2528,cbonds,0.3,83.04,361,29977.44,3
"Jul 01, 2020",One-off,2528,sbonds,0.1,261.9,38,9952.2,3
"Jul 01, 2020",One-off,2528,gold,0.0,166.62,0,0.0,3
"Jul 01, 2020",One-off,2528,cash,0.3,1,30000,30000,3
"Jul 01, 2020",One-off,2529,stocks,0.3,181.47,165,29942.55,3
"Jul 01, 2020",One-off,2529,cbonds,0.3,83.04,361,29977.44,3
"Jul 01, 2020",One-off,2529,sbonds,0.05,261.9,19,4976.1,3
"Jul 01, 2020",One-off,2529,gold,0.35,166.62,210,34990.2,3
"Jul 01, 2020",One-off,2529,cash,0.0,1,0,0,3
"Jul 01, 2020",One-off,2530,stocks,0.3,181.47,165,29942.55,3
"Jul 01, 2020",One-off,2530,cbonds,0.3,83.04,361,29977.44,3
"Jul 01, 2020",One-off,2530,sbonds,0.05,261.9,19,4976.1,3
"Jul 01, 2020",One-off,2530,gold,0.3,166.62,180,29991.6,3
"Jul 01, 2020",One-off,2530,cash,0.05,1,5000,5000,3
"Jul 01, 2020",One-off,2531,stocks,0.3,181.47,165,29942.55,3
"Jul 01, 2020",One-off,2531,cbonds,0.3,83.04,361,29977.44,3
"Jul 01, 2020",One-off,2531,sbonds,0.05,261.9,19,4976.1,3
"Jul 01, 2020",One-off,2531,gold,0.25,166.62,150,24993.0,3
"Jul 01, 2020",One-off,2531,cash,0.1,1,10000,10000,3
"Jul 01, 2020",One-off,2532,stocks,0.3,181.47,165,29942.55,3
"Jul 01, 2020",One-off,2532,cbonds,0.3,83.04,361,29977.44,3
"Jul 01, 2020",One-off,2532,sbonds,0.05,261.9,19,4976.1,3
"Jul 01, 2020",One-off,2532,gold,0.2,166.62,120,19994.4,3
"Jul 01, 2020",One-off,2532,cash,0.15,1,15000,15000,3
"Jul 01, 2020",One-off,2533,stocks,0.3,181.47,165,29942.55,3
"Jul 01, 2020",One-off,2533,cbonds,0.3,83.04,361,29977.44,3
"Jul 01, 2020",One-off,2533,sbonds,0.05,261.9,19,4976.1,3
"Jul 01, 2020",One-off,2533,gold,0.15,166.62,90,14995.8,3
"Jul 01, 2020",One-off,2533,cash,0.2,1,20000,20000,3
"Jul 01, 2020",One-off,2534,stocks,0.3,181.47,165,29942.55,3
"Jul 01, 2020",One-off,2534,cbonds,0.3,83.04,361,29977.44,3
"Jul 01, 2020",One-off,2534,sbonds,0.05,261.9,19,4976.1,3
"Jul 01, 2020",One-off,2534,gold,0.1,166.62,60,9997.2,3
"Jul 01, 2020",One-off,2534,cash,0.25,1,25000,25000,3
"Jul 01, 2020",One-off,2535,stocks,0.3,181.47,165,29942.55,3
"Jul 01, 2020",One-off,2535,cbonds,0.3,83.04,361,29977.44,3
"Jul 01, 2020",One-off,2535,sbonds,0.05,261.9,19,4976.1,3
"Jul 01, 2020",One-off,2535,gold,0.05,166.62,30,4998.6,3
"Jul 01, 2020",One-off,2535,cash,0.3,1,30000,30000,3
"Jul 01, 2020",One-off,2536,stocks,0.3,181.47,165,29942.55,3
"Jul 01, 2020",One-off,2536,cbonds,0.3,83.04,361,29977.44,3
"Jul 01, 2020",One-off,2536,sbonds,0.05,261.9,19,4976.1,3
"Jul 01, 2020",One-off,2536,gold,0.0,166.62,0,0.0,3
"Jul 01, 2020",One-off,2536,cash,0.35,1,35000,35000,3
"Jul 01, 2020",One-off,2537,stocks,0.3,181.47,165,29942.55,3
"Jul 01, 2020",One-off,2537,cbonds,0.3,83.04,361,29977.44,3
"Jul 01, 2020",One-off,2537,sbonds,0.0,261.9,0,0.0,3
"Jul 01, 2020",One-off,2537,gold,0.4,166.62,240,39988.8,3
"Jul 01, 2020",One-off,2537,cash,0.0,1,0,0,3
"Jul 01, 2020",One-off,2538,stocks,0.3,181.47,165,29942.55,3
"Jul 01, 2020",One-off,2538,cbonds,0.3,83.04,361,29977.44,3
"Jul 01, 2020",One-off,2538,sbonds,0.0,261.9,0,0.0,3
"Jul 01, 2020",One-off,2538,gold,0.35,166.62,210,34990.2,3
"Jul 01, 2020",One-off,2538,cash,0.05,1,5000,5000,3
"Jul 01, 2020",One-off,2539,stocks,0.3,181.47,165,29942.55,3
"Jul 01, 2020",One-off,2539,cbonds,0.3,83.04,361,29977.44,3
"Jul 01, 2020",One-off,2539,sbonds,0.0,261.9,0,0.0,3
"Jul 01, 2020",One-off,2539,gold,0.3,166.62,180,29991.6,3
"Jul 01, 2020",One-off,2539,cash,0.1,1,10000,10000,3
"Jul 01, 2020",One-off,2540,stocks,0.3,181.47,165,29942.55,3
"Jul 01, 2020",One-off,2540,cbonds,0.3,83.04,361,29977.44,3
"Jul 01, 2020",One-off,2540,sbonds,0.0,261.9,0,0.0,3
"Jul 01, 2020",One-off,2540,gold,0.25,166.62,150,24993.0,3
"Jul 01, 2020",One-off,2540,cash,0.15,1,15000,15000,3
"Jul 01, 2020",One-off,2541,stocks,0.3,181.47,165,29942.55,3
"Jul 01, 2020",One-off,2541,cbonds,0.3,83.04,361,29977.44,3
"Jul 01, 2020",One-off,2541,sbonds,0.0,261.9,0,0.0,3
"Jul 01, 2020",One-off,2541,gold,0.2,166.62,120,19994.4,3
"Jul 01, 2020",One-off,2541,cash,0.2,1,20000,20000,3
"Jul 01, 2020",One-off,2542,stocks,0.3,181.47,165,29942.55,3
"Jul 01, 2020",One-off,2542,cbonds,0.3,83.04,361,29977.44,3
"Jul 01, 2020",One-off,2542,sbonds,0.0,261.9,0,0.0,3
"Jul 01, 2020",One-off,2542,gold,0.15,166.62,90,14995.8,3
"Jul 01, 2020",One-off,2542,cash,0.25,1,25000,25000,3
"Jul 01, 2020",One-off,2543,stocks,0.3,181.47,165,29942.55,3
"Jul 01, 2020",One-off,2543,cbonds,0.3,83.04,361,29977.44,3
"Jul 01, 2020",One-off,2543,sbonds,0.0,261.9,0,0.0,3
"Jul 01, 2020",One-off,2543,gold,0.1,166.62,60,9997.2,3
"Jul 01, 2020",One-off,2543,cash,0.3,1,30000,30000,3
"Jul 01, 2020",One-off,2544,stocks,0.3,181.47,165,29942.55,3
"Jul 01, 2020",One-off,2544,cbonds,0.3,83.04,361,29977.44,3
"Jul 01, 2020",One-off,2544,sbonds,0.0,261.9,0,0.0,3
"Jul 01, 2020",One-off,2544,gold,0.05,166.62,30,4998.6,3
"Jul 01, 2020",One-off,2544,cash,0.35,1,35000,35000,3
"Jul 01, 2020",One-off,2545,stocks,0.3,181.47,165,29942.55,3
"Jul 01, 2020",One-off,2545,cbonds,0.3,83.04,361,29977.44,3
"Jul 01, 2020",One-off,2545,sbonds,0.0,261.9,0,0.0,3
"Jul 01, 2020",One-off,2545,gold,0.0,166.62,0,0.0,3
"Jul 01, 2020",One-off,2545,cash,0.4,1,40000,40000,3
"Jul 01, 2020",One-off,2546,stocks,0.3,181.47,165,29942.55,3
"Jul 01, 2020",One-off,2546,cbonds,0.25,83.04,301,24995.04,3
"Jul 01, 2020",One-off,2546,sbonds,0.45,261.9,171,44784.9,3
"Jul 01, 2020",One-off,2546,gold,0.0,166.62,0,0.0,3
"Jul 01, 2020",One-off,2546,cash,0.0,1,0,0,3
"Jul 01, 2020",One-off,2547,stocks,0.3,181.47,165,29942.55,3
"Jul 01, 2020",One-off,2547,cbonds,0.25,83.04,301,24995.04,3
"Jul 01, 2020",One-off,2547,sbonds,0.4,261.9,152,39808.8,3
"Jul 01, 2020",One-off,2547,gold,0.05,166.62,30,4998.6,3
"Jul 01, 2020",One-off,2547,cash,0.0,1,0,0,3
"Jul 01, 2020",One-off,2548,stocks,0.3,181.47,165,29942.55,3
"Jul 01, 2020",One-off,2548,cbonds,0.25,83.04,301,24995.04,3
"Jul 01, 2020",One-off,2548,sbonds,0.4,261.9,152,39808.8,3
"Jul 01, 2020",One-off,2548,gold,0.0,166.62,0,0.0,3
"Jul 01, 2020",One-off,2548,cash,0.05,1,5000,5000,3
"Jul 01, 2020",One-off,2549,stocks,0.3,181.47,165,29942.55,3
"Jul 01, 2020",One-off,2549,cbonds,0.25,83.04,301,24995.04,3
"Jul 01, 2020",One-off,2549,sbonds,0.35,261.9,133,34832.7,3
"Jul 01, 2020",One-off,2549,gold,0.1,166.62,60,9997.2,3
"Jul 01, 2020",One-off,2549,cash,0.0,1,0,0,3
"Jul 01, 2020",One-off,2550,stocks,0.3,181.47,165,29942.55,3
"Jul 01, 2020",One-off,2550,cbonds,0.25,83.04,301,24995.04,3
"Jul 01, 2020",One-off,2550,sbonds,0.35,261.9,133,34832.7,3
"Jul 01, 2020",One-off,2550,gold,0.05,166.62,30,4998.6,3
"Jul 01, 2020",One-off,2550,cash,0.05,1,5000,5000,3
"Jul 01, 2020",One-off,2551,stocks,0.3,181.47,165,29942.55,3
"Jul 01, 2020",One-off,2551,cbonds,0.25,83.04,301,24995.04,3
"Jul 01, 2020",One-off,2551,sbonds,0.35,261.9,133,34832.7,3
"Jul 01, 2020",One-off,2551,gold,0.0,166.62,0,0.0,3
"Jul 01, 2020",One-off,2551,cash,0.1,1,10000,10000,3
"Jul 01, 2020",One-off,2552,stocks,0.3,181.47,165,29942.55,3
"Jul 01, 2020",One-off,2552,cbonds,0.25,83.04,301,24995.04,3
"Jul 01, 2020",One-off,2552,sbonds,0.3,261.9,114,29856.6,3
"Jul 01, 2020",One-off,2552,gold,0.15,166.62,90,14995.8,3
"Jul 01, 2020",One-off,2552,cash,0.0,1,0,0,3
"Jul 01, 2020",One-off,2553,stocks,0.3,181.47,165,29942.55,3
"Jul 01, 2020",One-off,2553,cbonds,0.25,83.04,301,24995.04,3
"Jul 01, 2020",One-off,2553,sbonds,0.3,261.9,114,29856.6,3
"Jul 01, 2020",One-off,2553,gold,0.1,166.62,60,9997.2,3
"Jul 01, 2020",One-off,2553,cash,0.05,1,5000,5000,3
"Jul 01, 2020",One-off,2554,stocks,0.3,181.47,165,29942.55,3
"Jul 01, 2020",One-off,2554,cbonds,0.25,83.04,301,24995.04,3
"Jul 01, 2020",One-off,2554,sbonds,0.3,261.9,114,29856.6,3
"Jul 01, 2020",One-off,2554,gold,0.05,166.62,30,4998.6,3
"Jul 01, 2020",One-off,2554,cash,0.1,1,10000,10000,3
"Jul 01, 2020",One-off,2555,stocks,0.3,181.47,165,29942.55,3
"Jul 01, 2020",One-off,2555,cbonds,0.25,83.04,301,24995.04,3
"Jul 01, 2020",One-off,2555,sbonds,0.3,261.9,114,29856.6,3
"Jul 01, 2020",One-off,2555,gold,0.0,166.62,0,0.0,3
"Jul 01, 2020",One-off,2555,cash,0.15,1,15000,15000,3
