Date,Trading method,Allocation no,Asset,Weight of asset,Asset price,Amount to buy,Total spending,Investment period
"Jul 01, 2020",One-off,9656,cash,0.0,1,0,0,3
"Jul 01, 2020",One-off,9657,stocks,0.0,181.47,0,0.0,3
"Jul 01, 2020",One-off,9657,cbonds,0.25,83.04,301,24995.04,3
"Jul 01, 2020",One-off,9657,sbonds,0.0,261.9,0,0.0,3
"Jul 01, 2020",One-off,9657,gold,0.7,166.62,420,69980.4,3
"Jul 01, 2020",One-off,9657,cash,0.05,1,5000,5000,3
"Jul 01, 2020",One-off,9658,stocks,0.0,181.47,0,0.0,3
"Jul 01, 2020",One-off,9658,cbonds,0.25,83.04,301,24995.04,3
"Jul 01, 2020",One-off,9658,sbonds,0.0,261.9,0,0.0,3
"Jul 01, 2020",One-off,9658,gold,0.65,166.62,390,64981.8,3
"Jul 01, 2020",One-off,9658,cash,0.1,1,10000,10000,3
"Jul 01, 2020",One-off,9659,stocks,0.0,181.47,0,0.0,3
"Jul 01, 2020",One-off,9659,cbonds,0.25,83.04,301,24995.04,3
"Jul 01, 2020",One-off,9659,sbonds,0.0,261.9,0,0.0,3
"Jul 01, 2020",One-off,9659,gold,0.6,166.62,360,59983.2,3
"Jul 01, 2020",One-off,9659,cash,0.15,1,15000,15000,3
"Jul 01, 2020",One-off,9660,stocks,0.0,181.47,0,0.0,3
"Jul 01, 2020",One-off,9660,cbonds,0.25,83.04,301,24995.04,3
"Jul 01, 2020",One-off,9660,sbonds,0.0,261.9,0,0.0,3
"Jul 01, 2020",One-off,9660,gold,0.55,166.62,330,54984.6,3
"Jul 01, 2020",One-off,9660,cash,0.2,1,20000,20000,3
"Jul 01, 2020",One-off,9661,stocks,0.0,181.47,0,0.0,3
"Jul 01, 2020",One-off,9661,cbonds,0.25,83.04,301,24995.04,3
"Jul 01, 2020",One-off,9661,sbonds,0.0,261.9,0,0.0,3
"Jul 01, 2020",One-off,9661,gold,0.5,166.62,300,49986.0,3
"Jul 01, 2020",One-off,9661,cash,0.25,1,25000,25000,3
"Jul 01, 2020",One-off,9662,stocks,0.0,181.47,0,0.0,3
"Jul 01, 2020",One-off,9662,cbonds,0.25,83.04,301,24995.04,3
"Jul 01, 2020",One-off,9662,sbonds,0.0,261.9,0,0.0,3
"Jul 01, 2020",One-off,9662,gold,0.45,166.62,270,44987.4,3
"Jul 01, 2020",One-off,9662,cash,0.3,1,30000,30000,3
"Jul 01, 2020",One-off,9663,stocks,0.0,181.47,0,0.0,3
"Jul 01, 2020",One-off,9663,cbonds,0.25,83.04,301,24995.04,3
"Jul 01, 2020",One-off,9663,sbonds,0.0,261.9,0,0.0,3
"Jul 01, 2020",One-off,9663,gold,0.4,166.62,240,39988.8,3
"Jul 01, 2020",One-off,9663,cash,0.35,1,35000,35000,3
"Jul 01, 2020",One-off,9664,stocks,0.0,181.47,0,0.0,3
"Jul 01, 2020",One-off,9664,cbonds,0.25,83.04,301,24995.04,3
"Jul 01, 2020",One-off,9664,sbonds,0.0,261.9,0,0.0,3
"Jul 01, 2020",One-off,9664,gold,0.35,166.62,210,34990.2,3
"Jul 01, 2020",One-off,9664,cash,0.4,1,40000,40000,3
"Jul 01, 2020",One-off,9665,stocks,0.0,181.47,0,0.0,3
"Jul 01, 2020",One-off,9665,cbonds,0.25,83.04,301,24995.04,3
"Jul 01, 2020",One-off,9665,sbonds,0.0,261.9,0,0.0,3
"Jul 01, 2020",One-off,9665,gold,0.3,166.62,180,29991.6,3
"Jul 01, 2020",One-off,9665,cash,0.45,1,45000,45000,3
"Jul 01, 2020",One-off,9666,stocks,0.0,181.47,0,0.0,3
"Jul 01, 2020",One-off,9666,cbonds,0.25,83.04,301,24995.04,3
"Jul 01, 2020",One-off,9666,sbonds,0.0,261.9,0,0.0,3
"Jul 01, 2020",One-off,9666,gold,0.25,166.62,150,24993.0,3
"Jul 01, 2020",One-off,9666,cash,0.5,1,50000,50000,3
"Jul 01, 2020",One-off,9667,stocks,0.0,181.47,0,0.0,3
"Jul 01, 2020",One-off,9667,cbonds,0.25,83.04,301,24995.04,3
"Jul 01, 2020",One-off,9667,sbonds,0.0,261.9,0,0.0,3
"Jul 01, 2020",One-off,9667,gold,0.2,166.62,120,19994.4,3
"Jul 01, 2020",One-off,9667,cash,0.55,1,55000,55000,3
"Jul 01, 2020",One-off,9668,stocks,0.0,181.47,0,0.0,3
"Jul 01, 2020",One-off,9668,cbonds,0.25,83.04,301,24995.04,3
"Jul 01, 2020",One-off,9668,sbonds,0.0,261.9,0,0.0,3
"Jul 01, 2020",One-off,9668,gold,0.15,166.62,90,14995.8,3
"Jul 01, 2020",One-off,9668,cash,0.6,1,60000,60000,3
"Jul 01, 2020",One-off,9669,stocks,0.0,181.47,0,0.0,3
"Jul 01, 2020",One-off,9669,cbonds,0.25,83.04,301,24995.04,3
"Jul 01, 2020",One-off,9669,sbonds,0.0,261.9,0,0.0,3
"Jul 01, 2020",One-off,9669,gold,0.1,166.62,60,9997.2,3
"Jul 01, 2020",One-off,9669,cash,0.65,1,65000,65000,3
"Jul 01, 2020",One-off,9670,stocks,0.0,181.47,0,0.0,3
"Jul 01, 2020",One-off,9670,cbonds,0.25,83.04,301,24995.04,3
"Jul 01, 2020",One-off,9670,sbonds,0.0,261.9,0,0.0,3
"Jul 01, 2020",One-off,9670,gold,0.05,166.62,30,4998.6,3
"Jul 01, 2020",One-off,9670,cash,0.7,1,70000,70000,3
"Jul 01, 2020",One-off,9671,stocks,0.0,181.47,0,0.0,3
"Jul 01, 2020",One-off,9671,cbonds,0.25,83.04,301,24995.04,3
"Jul 01, 2020",One-off,9671,sbonds,0.0,261.9,0,0.0,3
"Jul 01, 2020",One-off,9671,gold,0.0,166.62,0,0.0,3
"Jul 01, 2020",One-off,9671,cash,0.75,1,75000,75000,3
"Jul 01, 2020",One-off,9672,stocks,0.0,181.47,0,0.0,3
"Jul 01, 2020",One-off,9672,cbonds,0.2,83.04,240,19929.6,3
"Jul 01, 2020",One-off,9672,sbonds,0.8,261.9,305,79879.5,3
"Jul 01, 2020",One-off,9672,gold,0.0,166.62,0,0.0,3
"Jul 01, 2020",One-off,9672,cash,0.0,1,0,0,3
"Jul 01, 2020",One-off,9673,stocks,0.0,181.47,0,0.0,3
"Jul 01, 2020",One-off,9673,cbonds,0.2,83.04,240,19929.6,3
"Jul 01, 2020",One-off,9673,sbonds,0.75,261.9,286,74903.4,3
"Jul 01, 2020",One-off,9673,gold,0.05,166.62,30,4998.6,3
"Jul 01, 2020",One-off,9673,cash,0.0,1,0,0,3
"Jul 01, 2020",One-off,9674,stocks,0.0,181.47,0,0.0,3
"Jul 01, 2020",One-off,9674,cbonds,0.2,83.04,240,19929.6,3
"Jul 01, 2020",One-off,9674,sbonds,0.75,261.9,286,74903.4,3
"Jul 01, 2020",One-off,9674,gold,0.0,166.62,0,0.0,3
"Jul 01, 2020",One-off,9674,cash,0.05,1,5000,5000,3
"Jul 01, 2020",One-off,9675,stocks,0.0,181.47,0,0.0,3
"Jul 01, 2020",One-off,9675,cbonds,0.2,83.04,240,19929.6,3
"Jul 01, 2020",One-off,9675,sbonds,0.7,261.9,267,69927.3,3
"Jul 01, 2020",One-off,9675,gold,0.1,166.62,60,9997.2,3
"Jul 01, 2020",One-off,9675,cash,0.0,1,0,0,3
"Jul 01, 2020",One-off,9676,stocks,0.0,181.47,0,0.0,3
"Jul 01, 2020",One-off,9676,cbonds,0.2,83.04,240,19929.6,3
"Jul 01, 2020",One-off,9676,sbonds,0.7,261.9,267,69927.3,3
"Jul 01, 2020",One-off,9676,gold,0.05,166.62,30,4998.6,3
"Jul 01, 2020",One-off,9676,cash,0.05,1,5000,5000,3
"Jul 01, 2020",One-off,9677,stocks,0.0,181.47,0,0.0,3
"Jul 01, 2020",One-off,9677,cbonds,0.2,83.04,240,19929.6,3
"Jul 01, 2020",One-off,9677,sbonds,0.7,261.9,267,69927.3,3
"Jul 01, 2020",One-off,9677,gold,0.0,166.62,0,0.0,3
"Jul 01, 2020",One-off,9677,cash,0.1,1,10000,10000,3
"Jul 01, 2020",One-off,9678,stocks,0.0,181.47,0,0.0,3
"Jul 01, 2020",One-off,9678,cbonds,0.2,83.04,240,19929.6,3
"Jul 01, 2020",One-off,9678,sbonds,0.65,261.9,248,64951.2,3
"Jul 01, 2020",One-off,9678,gold,0.15,166.62,90,14995.8,3
"Jul 01, 2020",One-off,9678,cash,0.0,1,0,0,3
"Jul 01, 2020",One-off,9679,stocks,0.0,181.47,0,0.0,3
"Jul 01, 2020",One-off,9679,cbonds,0.2,83.04,240,19929.6,3
"Jul 01, 2020",One-off,9679,sbonds,0.65,261.9,248,64951.2,3
"Jul 01, 2020",One-off,9679,gold,0.1,166.62,60,9997.2,3
"Jul 01, 2020",One-off,9679,cash,0.05,1,5000,5000,3
"Jul 01, 2020",One-off,9680,stocks,0.0,181.47,0,0.0,3
"Jul 01, 2020",One-off,9680,cbonds,0.2,83.04,240,19929.6,3
"Jul 01, 2020",One-off,9680,sbonds,0.65,261.9,248,64951.2,3
"Jul 01, 2020",One-off,9680,gold,0.05,166.62,30,4998.6,3
"Jul 01, 2020",One-off,9680,cash,0.1,1,10000,10000,3
"Jul 01, 2020",One-off,9681,stocks,0.0,181.47,0,0.0,3
"Jul 01, 2020",One-off,9681,cbonds,0.2,83.04,240,19929.6,3
"Jul 01, 2020",One-off,9681,sbonds,0.65,261.9,248,64951.2,3
"Jul 01, 2020",One-off,9681,gold,0.0,166.62,0,0.0,3
"Jul 01, 2020",One-off,9681,cash,0.15,1,15000,15000,3
"Jul 01, 2020",One-off,9682,stocks,0.0,181.47,0,0.0,3
"Jul 01, 2020",One-off,9682,cbonds,0.2,83.04,240,19929.6,3
"Jul 01, 2020",One-off,9682,sbonds,0.6,261.9,229,59975.1,3
"Jul 01, 2020",One-off,9682,gold,0.2,166.62,120,19994.4,3
"Jul 01, 2020",One-off,9682,cash,0.0,1,0,0,3
"Jul 01, 2020",One-off,9683,stocks,0.0,181.47,0,0.0,3
"Jul 01, 2020",One-off,9683,cbonds,0.2,83.04,240,19929.6,3
"Jul 01, 2020",One-off,9683,sbonds,0.6,261.9,229,59975.1,3
"Jul 01, 2020",One-off,9683,gold,0.15,166.62,90,14995.8,3
"Jul 01, 2020",One-off,9683,cash,0.05,1,5000,5000,3
"Jul 01, 2020",One-off,9684,stocks,0.0,181.47,0,0.0,3
"Jul 01, 2020",One-off,9684,cbonds,0.2,83.04,240,19929.6,3
"Jul 01, 2020",One-off,9684,sbonds,0.6,261.9,229,59975.1,3
"Jul 01, 2020",One-off,9684,gold,0.1,166.62,60,9997.2,3
"Jul 01, 2020",One-off,9684,cash,0.1,1,10000,10000,3
"Jul 01, 2020",One-off,9685,stocks,0.0,181.47,0,0.0,3
"Jul 01, 2020",One-off,9685,cbonds,0.2,83.04,240,19929.6,3
"Jul 01, 2020",One-off,9685,sbonds,0.6,261.9,229,59975.1,3
"Jul 01, 2020",One-off,9685,gold,0.05,166.62,30,4998.6,3
"Jul 01, 2020",One-off,9685,cash,0.15,1,15000,15000,3
"Jul 01, 2020",One-off,9686,stocks,0.0,181.47,0,0.0,3
"Jul 01, 2020",One-off,9686,cbonds,0.2,83.04,240,19929.6,3
"Jul 01, 2020",One-off,9686,sbonds,0.6,261.9,229,59975.1,3
"Jul 01, 2020",One-off,9686,gold,0.0,166.62,0,0.0,3
"Jul 01, 2020",One-off,9686,cash,0.2,1,20000,20000,3
"Jul 01, 2020",One-off,9687,stocks,0.0,181.47,0,0.0,3
"Jul 01, 2020",One-off,9687,cbonds,0.2,83.04,240,19929.6,3
"Jul 01, 2020",One-off,9687,sbonds,0.55,261.9,210,54999.0,3
"Jul 01, 2020",One-off,9687,gold,0.25,166.62,150,24993.0,3
"Jul 01, 2020",One-off,9687,cash,0.0,1,0,0,3
"Jul 01, 2020",One-off,9688,stocks,0.0,181.47,0,0.0,3
"Jul 01, 2020",One-off,9688,cbonds,0.2,83.04,240,19929.6,3
"Jul 01, 2020",One-off,9688,sbonds,0.55,261.9,210,54999.0,3
"Jul 01, 2020",One-off,9688,gold,0.2,166.62,120,19994.4,3
"Jul 01, 2020",One-off,9688,cash,0.05,1,5000,5000,3
"Jul 01, 2020",One-off,9689,stocks,0.0,181.47,0,0.0,3
"Jul 01, 2020",One-off,9689,cbonds,0.2,83.04,240,19929.6,3
"Jul 01, 2020",One-off,9689,sbonds,0.55,261.9,210,54999.0,3
"Jul 01, 2020",One-off,9689,gold,0.15,166.62,90,14995.8,3
"Jul 01, 2020",One-off,9689,cash,0.1,1,10000,10000,3
"Jul 01, 2020",One-off,9690,stocks,0.0,181.47,0,0.0,3
"Jul 01, 2020",One-off,9690,cbonds,0.2,83.04,240,19929.6,3
"Jul 01, 2020",One-off,9690,sbonds,0.55,261.9,210,54999.0,3
"Jul 01, 2020",One-off,9690,gold,0.1,166.62,60,9997.2,3
"Jul 01, 2020",One-off,9690,cash,0.15,1,15000,15000,3
"Jul 01, 2020",One-off,9691,stocks,0.0,181.47,0,0.0,3
"Jul 01, 2020",One-off,9691,cbonds,0.2,83.04,240,19929.6,3
"Jul 01, 2020",One-off,9691,sbonds,0.55,261.9,210,54999.0,3
"Jul 01, 2020",One-off,9691,gold,0.05,166.62,30,4998.6,3
"Jul 01, 2020",One-off,9691,cash,0.2,1,20000,20000,3
"Jul 01, 2020",One-off,9692,stocks,0.0,181.47,0,0.0,3
"Jul 01, 2020",One-off,9692,cbonds,0.2,83.04,240,19929.6,3
"Jul 01, 2020",One-off,9692,sbonds,0.55,261.9,210,54999.0,3
"Jul 01, 2020",One-off,9692,gold,0.0,166.62,0,0.0,3
"Jul 01, 2020",One-off,9692,cash,0.25,1,25000,25000,3
"Jul 01, 2020",One-off,9693,stocks,0.0,181.47,0,0.0,3
"Jul 01, 2020",One-off,9693,cbonds,0.2,83.04,240,19929.6,3
"Jul 01, 2020",One-off,9693,sbonds,0.5,261.9,190,49761.0,3
"Jul 01, 2020",One-off,9693,gold,0.3,166.62,180,29991.6,3
"Jul 01, 2020",One-off,9693,cash,0.0,1,0,0,3
"Jul 01, 2020",One-off,9694,stocks,0.0,181.47,0,0.0,3
"Jul 01, 2020",One-off,9694,cbonds,0.2,83.04,240,19929.6,3
"Jul 01, 2020",One-off,9694,sbonds,0.5,261.9,190,49761.0,3
"Jul 01, 2020",One-off,9694,gold,0.25,166.62,150,24993.0,3
"Jul 01, 2020",One-off,9694,cash,0.05,1,5000,5000,3
"Jul 01, 2020",One-off,9695,stocks,0.0,181.47,0,0.0,3
"Jul 01, 2020",One-off,9695,cbonds,0.2,83.04,240,19929.6,3
"Jul 01, 2020",One-off,9695,sbonds,0.5,261.9,190,49761.0,3
"Jul 01, 2020",One-off,9695,gold,0.2,166.62,120,19994.4,3
"Jul 01, 2020",One-off,9695,cash,0.1,1,10000,10000,3
"Jul 01, 2020",One-off,9696,stocks,0.0,181.47,0,0.0,3
"Jul 01, 2020",One-off,9696,cbonds,0.2,83.04,240,19929.6,3
"Jul 01, 2020",One-off,9696,sbonds,0.5,261.9,190,49761.0,3
"Jul 01, 2020",One-off,9696,gold,0.15,166.62,90,14995.8,3
"Jul 01, 2020",One-off,9696,cash,0.15,1,15000,15000,3
"Jul 01, 2020",One-off,9697,stocks,0.0,181.47,0,0.0,3
"Jul 01, 2020",One-off,9697,cbonds,0.2,83.04,240,19929.6,3
"Jul 01, 2020",One-off,9697,sbonds,0.5,261.9,190,49761.0,3
"Jul 01, 2020",One-off,9697,gold,0.1,166.62,60,9997.2,3
"Jul 01, 2020",One-off,9697,cash,0.2,1,20000,20000,3
"Jul 01, 2020",One-off,9698,stocks,0.0,181.47,0,0.0,3
"Jul 01, 2020",One-off,9698,cbonds,0.2,83.04,240,19929.6,3
"Jul 01, 2020",One-off,9698,sbonds,0.5,261.9,190,49761.0,3
"Jul 01, 2020",One-off,9698,gold,0.05,166.62,30,4998.6,3
"Jul 01, 2020",One-off,9698,cash,0.25,1,25000,25000,3
"Jul 01, 2020",One-off,9699,stocks,0.0,181.47,0,0.0,3
"Jul 01, 2020",One-off,9699,cbonds,0.2,83.04,240,19929.6,3
"Jul 01, 2020",One-off,9699,sbonds,0.5,261.9,190,49761.0,3
"Jul 01, 2020",One-off,9699,gold,0.0,166.62,0,0.0,3
"Jul 01, 2020",One-off,9699,cash,0.3,1,30000,30000,3
"Jul 01, 2020",One-off,9700,stocks,0.0,181.47,0,0.0,3
"Jul 01, 2020",One-off,9700,cbonds,0.2,83.04,240,19929.6,3
"Jul 01, 2020",One-off,9700,sbonds,0.45,261.9,171,44784.9,3
"Jul 01, 2020",One-off,9700,gold,0.35,166.62,210,34990.2,3
"Jul 01, 2020",One-off,9700,cash,0.0,1,0,0,3
"Jul 01, 2020",One-off,9701,stocks,0.0,181.47,0,0.0,3
"Jul 01, 2020",One-off,9701,cbonds,0.2,83.04,240,19929.6,3
"Jul 01, 2020",One-off,9701,sbonds,0.45,261.9,171,44784.9,3
"Jul 01, 2020",One-off,9701,gold,0.3,166.62,180,29991.6,3
"Jul 01, 2020",One-off,9701,cash,0.05,1,5000,5000,3
"Jul 01, 2020",One-off,9702,stocks,0.0,181.47,0,0.0,3
"Jul 01, 2020",One-off,9702,cbonds,0.2,83.04,240,19929.6,3
"Jul 01, 2020",One-off,9702,sbonds,0.45,261.9,171,44784.9,3
"Jul 01, 2020",One-off,9702,gold,0.25,166.62,150,24993.0,3
"Jul 01, 2020",One-off,9702,cash,0.1,1,10000,10000,3
"Jul 01, 2020",One-off,9703,stocks,0.0,181.47,0,0.0,3
"Jul 01, 2020",One-off,9703,cbonds,0.2,83.04,240,19929.6,3
"Jul 01, 2020",One-off,9703,sbonds,0.45,261.9,171,44784.9,3
"Jul 01, 2020",One-off,9703,gold,0.2,166.62,120,19994.4,3
"Jul 01, 2020",One-off,9703,cash,0.15,1,15000,15000,3
"Jul 01, 2020",One-off,9704,stocks,0.0,181.47,0,0.0,3
"Jul 01, 2020",One-off,9704,cbonds,0.2,83.04,240,19929.6,3
"Jul 01, 2020",One-off,9704,sbonds,0.45,261.9,171,44784.9,3
"Jul 01, 2020",One-off,9704,gold,0.15,166.62,90,14995.8,3
"Jul 01, 2020",One-off,9704,cash,0.2,1,20000,20000,3
"Jul 01, 2020",One-off,9705,stocks,0.0,181.47,0,0.0,3
"Jul 01, 2020",One-off,9705,cbonds,0.2,83.04,240,19929.6,3
"Jul 01, 2020",One-off,9705,sbonds,0.45,261.9,171,44784.9,3
"Jul 01, 2020",One-off,9705,gold,0.1,166.62,60,9997.2,3
"Jul 01, 2020",One-off,9705,cash,0.25,1,25000,25000,3
"Jul 01, 2020",One-off,9706,stocks,0.0,181.47,0,0.0,3
"Jul 01, 2020",One-off,9706,cbonds,0.2,83.04,240,19929.6,3
"Jul 01, 2020",One-off,9706,sbonds,0.45,261.9,171,44784.9,3
"Jul 01, 2020",One-off,9706,gold,0.05,166.62,30,4998.6,3
"Jul 01, 2020",One-off,9706,cash,0.3,1,30000,30000,3
"Jul 01, 2020",One-off,9707,stocks,0.0,181.47,0,0.0,3
"Jul 01, 2020",One-off,9707,cbonds,0.2,83.04,240,19929.6,3
"Jul 01, 2020",One-off,9707,sbonds,0.45,261.9,171,44784.9,3
"Jul 01, 2020",One-off,9707,gold,0.0,166.62,0,0.0,3
"Jul 01, 2020",One-off,9707,cash,0.35,1,35000,35000,3
"Jul 01, 2020",One-off,9708,stocks,0.0,181.47,0,0.0,3
"Jul 01, 2020",One-off,9708,cbonds,0.2,83.04,240,19929.6,3
"Jul 01, 2020",One-off,9708,sbonds,0.4,261.9,152,39808.8,3
"Jul 01, 2020",One-off,9708,gold,0.4,166.62,240,39988.8,3
"Jul 01, 2020",One-off,9708,cash,0.0,1,0,0,3
"Jul 01, 2020",One-off,9709,stocks,0.0,181.47,0,0.0,3
"Jul 01, 2020",One-off,9709,cbonds,0.2,83.04,240,19929.6,3
"Jul 01, 2020",One-off,9709,sbonds,0.4,261.9,152,39808.8,3
"Jul 01, 2020",One-off,9709,gold,0.35,166.62,210,34990.2,3
"Jul 01, 2020",One-off,9709,cash,0.05,1,5000,5000,3
"Jul 01, 2020",One-off,9710,stocks,0.0,181.47,0,0.0,3
"Jul 01, 2020",One-off,9710,cbonds,0.2,83.04,240,19929.6,3
"Jul 01, 2020",One-off,9710,sbonds,0.4,261.9,152,39808.8,3
"Jul 01, 2020",One-off,9710,gold,0.3,166.62,180,29991.6,3
"Jul 01, 2020",One-off,9710,cash,0.1,1,10000,10000,3
"Jul 01, 2020",One-off,9711,stocks,0.0,181.47,0,0.0,3
"Jul 01, 2020",One-off,9711,cbonds,0.2,83.04,240,19929.6,3
"Jul 01, 2020",One-off,9711,sbonds,0.4,261.9,152,39808.8,3
"Jul 01, 2020",One-off,9711,gold,0.25,166.62,150,24993.0,3
"Jul 01, 2020",One-off,9711,cash,0.15,1,15000,15000,3
"Jul 01, 2020",One-off,9712,stocks,0.0,181.47,0,0.0,3
"Jul 01, 2020",One-off,9712,cbonds,0.2,83.04,240,19929.6,3
"Jul 01, 2020",One-off,9712,sbonds,0.4,261.9,152,39808.8,3
"Jul 01, 2020",One-off,9712,gold,0.2,166.62,120,19994.4,3
"Jul 01, 2020",One-off,9712,cash,0.2,1,20000,20000,3
"Jul 01, 2020",One-off,9713,stocks,0.0,181.47,0,0.0,3
"Jul 01, 2020",One-off,9713,cbonds,0.2,83.04,240,19929.6,3
"Jul 01, 2020",One-off,9713,sbonds,0.4,261.9,152,39808.8,3
"Jul 01, 2020",One-off,9713,gold,0.15,166.62,90,14995.8,3
"Jul 01, 2020",One-off,9713,cash,0.25,1,25000,25000,3
"Jul 01, 2020",One-off,9714,stocks,0.0,181.47,0,0.0,3
"Jul 01, 2020",One-off,9714,cbonds,0.2,83.04,240,19929.6,3
"Jul 01, 2020",One-off,9714,sbonds,0.4,261.9,152,39808.8,3
"Jul 01, 2020",One-off,9714,gold,0.1,166.62,60,9997.2,3
"Jul 01, 2020",One-off,9714,cash,0.3,1,30000,30000,3
"Jul 01, 2020",One-off,9715,stocks,0.0,181.47,0,0.0,3
"Jul 01, 2020",One-off,9715,cbonds,0.2,83.04,240,19929.6,3
"Jul 01, 2020",One-off,9715,sbonds,0.4,261.9,152,39808.8,3
"Jul 01, 2020",One-off,9715,gold,0.05,166.62,30,4998.6,3
"Jul 01, 2020",One-off,9715,cash,0.35,1,35000,35000,3
"Jul 01, 2020",One-off,9716,stocks,0.0,181.47,0,0.0,3
"Jul 01, 2020",One-off,9716,cbonds,0.2,83.04,240,19929.6,3
"Jul 01, 2020",One-off,9716,sbonds,0.4,261.9,152,39808.8,3
"Jul 01, 2020",One-off,9716,gold,0.0,166.62,0,0.0,3
"Jul 01, 2020",One-off,9716,cash,0.4,1,40000,40000,3
"Jul 01, 2020",One-off,9717,stocks,0.0,181.47,0,0.0,3
"Jul 01, 2020",One-off,9717,cbonds,0.2,83.04,240,19929.6,3
"Jul 01, 2020",One-off,9717,sbonds,0.35,261.9,133,34832.7,3
"Jul 01, 2020",One-off,9717,gold,0.45,166.62,270,44987.4,3
"Jul 01, 2020",One-off,9717,cash,0.0,1,0,0,3
"Jul 01, 2020",One-off,9718,stocks,0.0,181.47,0,0.0,3
"Jul 01, 2020",One-off,9718,cbonds,0.2,83.04,240,19929.6,3
"Jul 01, 2020",One-off,9718,sbonds,0.35,261.9,133,34832.7,3
"Jul 01, 2020",One-off,9718,gold,0.4,166.62,240,39988.8,3
"Jul 01, 2020",One-off,9718,cash,0.05,1,5000,5000,3
"Jul 01, 2020",One-off,9719,stocks,0.0,181.47,0,0.0,3
"Jul 01, 2020",One-off,9719,cbonds,0.2,83.04,240,19929.6,3
"Jul 01, 2020",One-off,9719,sbonds,0.35,261.9,133,34832.7,3
"Jul 01, 2020",One-off,9719,gold,0.35,166.62,210,34990.2,3
"Jul 01, 2020",One-off,9719,cash,0.1,1,10000,10000,3
"Jul 01, 2020",One-off,9720,stocks,0.0,181.47,0,0.0,3
"Jul 01, 2020",One-off,9720,cbonds,0.2,83.04,240,19929.6,3
"Jul 01, 2020",One-off,9720,sbonds,0.35,261.9,133,34832.7,3
"Jul 01, 2020",One-off,9720,gold,0.3,166.62,180,29991.6,3
"Jul 01, 2020",One-off,9720,cash,0.15,1,15000,15000,3
"Jul 01, 2020",One-off,9721,stocks,0.0,181.47,0,0.0,3
"Jul 01, 2020",One-off,9721,cbonds,0.2,83.04,240,19929.6,3
"Jul 01, 2020",One-off,9721,sbonds,0.35,261.9,133,34832.7,3
"Jul 01, 2020",One-off,9721,gold,0.25,166.62,150,24993.0,3
"Jul 01, 2020",One-off,9721,cash,0.2,1,20000,20000,3
"Jul 01, 2020",One-off,9722,stocks,0.0,181.47,0,0.0,3
"Jul 01, 2020",One-off,9722,cbonds,0.2,83.04,240,19929.6,3
"Jul 01, 2020",One-off,9722,sbonds,0.35,261.9,133,34832.7,3
"Jul 01, 2020",One-off,9722,gold,0.2,166.62,120,19994.4,3
"Jul 01, 2020",One-off,9722,cash,0.25,1,25000,25000,3
"Jul 01, 2020",One-off,9723,stocks,0.0,181.47,0,0.0,3
"Jul 01, 2020",One-off,9723,cbonds,0.2,83.04,240,19929.6,3
"Jul 01, 2020",One-off,9723,sbonds,0.35,261.9,133,34832.7,3
"Jul 01, 2020",One-off,9723,gold,0.15,166.62,90,14995.8,3
"Jul 01, 2020",One-off,9723,cash,0.3,1,30000,30000,3
"Jul 01, 2020",One-off,9724,stocks,0.0,181.47,0,0.0,3
"Jul 01, 2020",One-off,9724,cbonds,0.2,83.04,240,19929.6,3
"Jul 01, 2020",One-off,9724,sbonds,0.35,261.9,133,34832.7,3
"Jul 01, 2020",One-off,9724,gold,0.1,166.62,60,9997.2,3
"Jul 01, 2020",One-off,9724,cash,0.35,1,35000,35000,3
"Jul 01, 2020",One-off,9725,stocks,0.0,181.47,0,0.0,3
"Jul 01, 2020",One-off,9725,cbonds,0.2,83.04,240,19929.6,3
"Jul 01, 2020",One-off,9725,sbonds,0.35,261.9,133,34832.7,3
"Jul 01, 2020",One-off,9725,gold,0.05,166.62,30,4998.6,3
"Jul 01, 2020",One-off,9725,cash,0.4,1,40000,40000,3
"Jul 01, 2020",One-off,9726,stocks,0.0,181.47,0,0.0,3
"Jul 01, 2020",One-off,9726,cbonds,0.2,83.04,240,19929.6,3
"Jul 01, 2020",One-off,9726,sbonds,0.35,261.9,133,34832.7,3
"Jul 01, 2020",One-off,9726,gold,0.0,166.62,0,0.0,3
"Jul 01, 2020",One-off,9726,cash,0.45,1,45000,45000,3
"Jul 01, 2020",One-off,9727,stocks,0.0,181.47,0,0.0,3
"Jul 01, 2020",One-off,9727,cbonds,0.2,83.04,240,19929.6,3
"Jul 01, 2020",One-off,9727,sbonds,0.3,261.9,114,29856.6,3
"Jul 01, 2020",One-off,9727,gold,0.5,166.62,300,49986.0,3
"Jul 01, 2020",One-off,9727,cash,0.0,1,0,0,3
"Jul 01, 2020",One-off,9728,stocks,0.0,181.47,0,0.0,3
"Jul 01, 2020",One-off,9728,cbonds,0.2,83.04,240,19929.6,3
"Jul 01, 2020",One-off,9728,sbonds,0.3,261.9,114,29856.6,3
"Jul 01, 2020",One-off,9728,gold,0.45,166.62,270,44987.4,3
"Jul 01, 2020",One-off,9728,cash,0.05,1,5000,5000,3
"Jul 01, 2020",One-off,9729,stocks,0.0,181.47,0,0.0,3
"Jul 01, 2020",One-off,9729,cbonds,0.2,83.04,240,19929.6,3
"Jul 01, 2020",One-off,9729,sbonds,0.3,261.9,114,29856.6,3
"Jul 01, 2020",One-off,9729,gold,0.4,166.62,240,39988.8,3
"Jul 01, 2020",One-off,9729,cash,0.1,1,10000,10000,3
