,ST,CB,PB,GO,CA
0,1.0,0.0,0.0,0.0,0.0
1,0.95,0.05,0.0,0.0,0.0
2,0.95,0.0,0.05,0.0,0.0
3,0.95,0.0,0.0,0.05,0.0
4,0.95,0.0,0.0,0.0,0.05
5,0.9,0.1,0.0,0.0,0.0
6,0.9,0.05,0.05,0.0,0.0
7,0.9,0.05,0.0,0.05,0.0
8,0.9,0.05,0.0,0.0,0.05
9,0.9,0.0,0.1,0.0,0.0
10,0.9,0.0,0.05,0.05,0.0
11,0.9,0.0,0.05,0.0,0.05
12,0.9,0.0,0.0,0.1,0.0
13,0.9,0.0,0.0,0.05,0.05
14,0.9,0.0,0.0,0.0,0.1
15,0.85,0.15,0.0,0.0,0.0
16,0.85,0.1,0.05,0.0,0.0
17,0.85,0.1,0.0,0.05,0.0
18,0.85,0.1,0.0,0.0,0.05
19,0.85,0.05,0.1,0.0,0.0
20,0.85,0.05,0.05,0.05,0.0
21,0.85,0.05,0.05,0.0,0.05
22,0.85,0.05,0.0,0.1,0.0
23,0.85,0.05,0.0,0.05,0.05
24,0.85,0.05,0.0,0.0,0.1
25,0.85,0.0,0.15,0.0,0.0
26,0.85,0.0,0.1,0.05,0.0
27,0.85,0.0,0.1,0.0,0.05
28,0.85,0.0,0.05,0.1,0.0
29,0.85,0.0,0.05,0.05,0.05
30,0.85,0.0,0.05,0.0,0.1
31,0.85,0.0,0.0,0.15,0.0
32,0.85,0.0,0.0,0.1,0.05
33,0.85,0.0,0.0,0.05,0.1
34,0.85,0.0,0.0,0.0,0.15
35,0.8,0.2,0.0,0.0,0.0
36,0.8,0.15,0.05,0.0,0.0
37,0.8,0.15,0.0,0.05,0.0
38,0.8,0.15,0.0,0.0,0.05
39,0.8,0.1,0.1,0.0,0.0
40,0.8,0.1,0.05,0.05,0.0
41,0.8,0.1,0.05,0.0,0.05
42,0.8,0.1,0.0,0.1,0.0
43,0.8,0.1,0.0,0.05,0.05
44,0.8,0.1,0.0,0.0,0.1
45,0.8,0.05,0.15,0.0,0.0
46,0.8,0.05,0.1,0.05,0.0
47,0.8,0.05,0.1,0.0,0.05
48,0.8,0.05,0.05,0.1,0.0
49,0.8,0.05,0.05,0.05,0.05
50,0.8,0.05,0.05,0.0,0.1
51,0.8,0.05,0.0,0.15,0.0
52,0.8,0.05,0.0,0.1,0.05
53,0.8,0.05,0.0,0.05,0.1
54,0.8,0.05,0.0,0.0,0.15
55,0.8,0.0,0.2,0.0,0.0
56,0.8,0.0,0.15,0.05,0.0
57,0.8,0.0,0.15,0.0,0.05
58,0.8,0.0,0.1,0.1,0.0
59,0.8,0.0,0.1,0.05,0.05
60,0.8,0.0,0.1,0.0,0.1
61,0.8,0.0,0.05,0.15,0.0
62,0.8,0.0,0.05,0.1,0.05
63,0.8,0.0,0.05,0.05,0.1
64,0.8,0.0,0.05,0.0,0.15
65,0.8,0.0,0.0,0.2,0.0
66,0.8,0.0,0.0,0.15,0.05
67,0.8,0.0,0.0,0.1,0.1
68,0.8,0.0,0.0,0.05,0.15
69,0.8,0.0,0.0,0.0,0.2
70,0.75,0.25,0.0,0.0,0.0
71,0.75,0.2,0.05,0.0,0.0
72,0.75,0.2,0.0,0.05,0.0
73,0.75,0.2,0.0,0.0,0.05
74,0.75,0.15,0.1,0.0,0.0
75,0.75,0.15,0.05,0.05,0.0
76,0.75,0.15,0.05,0.0,0.05
77,0.75,0.15,0.0,0.1,0.0
78,0.75,0.15,0.0,0.05,0.05
79,0.75,0.15,0.0,0.0,0.1
80,0.75,0.1,0.15,0.0,0.0
81,0.75,0.1,0.1,0.05,0.0
82,0.75,0.1,0.1,0.0,0.05
83,0.75,0.1,0.05,0.1,0.0
84,0.75,0.1,0.05,0.05,0.05
85,0.75,0.1,0.05,0.0,0.1
86,0.75,0.1,0.0,0.15,0.0
87,0.75,0.1,0.0,0.1,0.05
88,0.75,0.1,0.0,0.05,0.1
89,0.75,0.1,0.0,0.0,0.15
90,0.75,0.05,0.2,0.0,0.0
91,0.75,0.05,0.15,0.05,0.0
92,0.75,0.05,0.15,0.0,0.05
93,0.75,0.05,0.1,0.1,0.0
94,0.75,0.05,0.1,0.05,0.05
95,0.75,0.05,0.1,0.0,0.1
96,0.75,0.05,0.05,0.15,0.0
97,0.75,0.05,0.05,0.1,0.05
98,0.75,0.05,0.05,0.05,0.1
99,0.75,0.05,0.05,0.0,0.15
100,0.75,0.05,0.0,0.2,0.0
101,0.75,0.05,0.0,0.15,0.05
102,0.75,0.05,0.0,0.1,0.1
103,0.75,0.05,0.0,0.05,0.15
104,0.75,0.05,0.0,0.0,0.2
105,0.75,0.0,0.25,0.0,0.0
106,0.75,0.0,0.2,0.05,0.0
107,0.75,0.0,0.2,0.0,0.05
108,0.75,0.0,0.15,0.1,0.0
109,0.75,0.0,0.15,0.05,0.05
110,0.75,0.0,0.15,0.0,0.1
111,0.75,0.0,0.1,0.15,0.0
112,0.75,0.0,0.1,0.1,0.05
113,0.75,0.0,0.1,0.05,0.1
114,0.75,0.0,0.1,0.0,0.15
115,0.75,0.0,0.05,0.2,0.0
116,0.75,0.0,0.05,0.15,0.05
117,0.75,0.0,0.05,0.1,0.1
118,0.75,0.0,0.05,0.05,0.15
119,0.75,0.0,0.05,0.0,0.2
120,0.75,0.0,0.0,0.25,0.0
121,0.75,0.0,0.0,0.2,0.05
122,0.75,0.0,0.0,0.15,0.1
123,0.75,0.0,0.0,0.1,0.15
124,0.75,0.0,0.0,0.05,0.2
125,0.75,0.0,0.0,0.0,0.25
126,0.7,0.3,0.0,0.0,0.0
127,0.7,0.25,0.05,0.0,0.0
128,0.7,0.25,0.0,0.05,0.0
129,0.7,0.25,0.0,0.0,0.05
130,0.7,0.2,0.1,0.0,0.0
131,0.7,0.2,0.05,0.05,0.0
132,0.7,0.2,0.05,0.0,0.05
133,0.7,0.2,0.0,0.1,0.0
134,0.7,0.2,0.0,0.05,0.05
135,0.7,0.2,0.0,0.0,0.1
136,0.7,0.15,0.15,0.0,0.0
137,0.7,0.15,0.1,0.05,0.0
138,0.7,0.15,0.1,0.0,0.05
139,0.7,0.15,0.05,0.1,0.0
140,0.7,0.15,0.05,0.05,0.05
141,0.7,0.15,0.05,0.0,0.1
142,0.7,0.15,0.0,0.15,0.0
143,0.7,0.15,0.0,0.1,0.05
144,0.7,0.15,0.0,0.05,0.1
145,0.7,0.15,0.0,0.0,0.15
146,0.7,0.1,0.2,0.0,0.0
147,0.7,0.1,0.15,0.05,0.0
148,0.7,0.1,0.15,0.0,0.05
149,0.7,0.1,0.1,0.1,0.0
150,0.7,0.1,0.1,0.05,0.05
151,0.7,0.1,0.1,0.0,0.1
152,0.7,0.1,0.05,0.15,0.0
153,0.7,0.1,0.05,0.1,0.05
154,0.7,0.1,0.05,0.05,0.1
155,0.7,0.1,0.05,0.0,0.15
156,0.7,0.1,0.0,0.2,0.0
157,0.7,0.1,0.0,0.15,0.05
158,0.7,0.1,0.0,0.1,0.1
159,0.7,0.1,0.0,0.05,0.15
160,0.7,0.1,0.0,0.0,0.2
161,0.7,0.05,0.25,0.0,0.0
162,0.7,0.05,0.2,0.05,0.0
163,0.7,0.05,0.2,0.0,0.05
164,0.7,0.05,0.15,0.1,0.0
165,0.7,0.05,0.15,0.05,0.05
166,0.7,0.05,0.15,0.0,0.1
167,0.7,0.05,0.1,0.15,0.0
168,0.7,0.05,0.1,0.1,0.05
169,0.7,0.05,0.1,0.05,0.1
170,0.7,0.05,0.1,0.0,0.15
171,0.7,0.05,0.05,0.2,0.0
172,0.7,0.05,0.05,0.15,0.05
173,0.7,0.05,0.05,0.1,0.1
174,0.7,0.05,0.05,0.05,0.15
175,0.7,0.05,0.05,0.0,0.2
176,0.7,0.05,0.0,0.25,0.0
177,0.7,0.05,0.0,0.2,0.05
178,0.7,0.05,0.0,0.15,0.1
179,0.7,0.05,0.0,0.1,0.15
180,0.7,0.05,0.0,0.05,0.2
181,0.7,0.05,0.0,0.0,0.25
182,0.7,0.0,0.3,0.0,0.0
183,0.7,0.0,0.25,0.05,0.0
184,0.7,0.0,0.25,0.0,0.05
185,0.7,0.0,0.2,0.1,0.0
186,0.7,0.0,0.2,0.05,0.05
187,0.7,0.0,0.2,0.0,0.1
188,0.7,0.0,0.15,0.15,0.0
189,0.7,0.0,0.15,0.1,0.05
190,0.7,0.0,0.15,0.05,0.1
191,0.7,0.0,0.15,0.0,0.15
192,0.7,0.0,0.1,0.2,0.0
193,0.7,0.0,0.1,0.15,0.05
194,0.7,0.0,0.1,0.1,0.1
195,0.7,0.0,0.1,0.05,0.15
196,0.7,0.0,0.1,0.0,0.2
197,0.7,0.0,0.05,0.25,0.0
198,0.7,0.0,0.05,0.2,0.05
199,0.7,0.0,0.05,0.15,0.1
200,0.7,0.0,0.05,0.1,0.15
201,0.7,0.0,0.05,0.05,0.2
202,0.7,0.0,0.05,0.0,0.25
203,0.7,0.0,0.0,0.3,0.0
204,0.7,0.0,0.0,0.25,0.05
205,0.7,0.0,0.0,0.2,0.1
206,0.7,0.0,0.0,0.15,0.15
207,0.7,0.0,0.0,0.1,0.2
208,0.7,0.0,0.0,0.05,0.25
209,0.7,0.0,0.0,0.0,0.3
210,0.65,0.35,0.0,0.0,0.0
211,0.65,0.3,0.05,0.0,0.0
212,0.65,0.3,0.0,0.05,0.0
213,0.65,0.3,0.0,0.0,0.05
214,0.65,0.25,0.1,0.0,0.0
215,0.65,0.25,0.05,0.05,0.0
216,0.65,0.25,0.05,0.0,0.05
217,0.65,0.25,0.0,0.1,0.0
218,0.65,0.25,0.0,0.05,0.05
219,0.65,0.25,0.0,0.0,0.1
220,0.65,0.2,0.15,0.0,0.0
221,0.65,0.2,0.1,0.05,0.0
222,0.65,0.2,0.1,0.0,0.05
223,0.65,0.2,0.05,0.1,0.0
224,0.65,0.2,0.05,0.05,0.05
225,0.65,0.2,0.05,0.0,0.1
226,0.65,0.2,0.0,0.15,0.0
227,0.65,0.2,0.0,0.1,0.05
228,0.65,0.2,0.0,0.05,0.1
229,0.65,0.2,0.0,0.0,0.15
230,0.65,0.15,0.2,0.0,0.0
231,0.65,0.15,0.15,0.05,0.0
232,0.65,0.15,0.15,0.0,0.05
233,0.65,0.15,0.1,0.1,0.0
234,0.65,0.15,0.1,0.05,0.05
235,0.65,0.15,0.1,0.0,0.1
236,0.65,0.15,0.05,0.15,0.0
237,0.65,0.15,0.05,0.1,0.05
238,0.65,0.15,0.05,0.05,0.1
239,0.65,0.15,0.05,0.0,0.15
240,0.65,0.15,0.0,0.2,0.0
241,0.65,0.15,0.0,0.15,0.05
242,0.65,0.15,0.0,0.1,0.1
243,0.65,0.15,0.0,0.05,0.15
244,0.65,0.15,0.0,0.0,0.2
245,0.65,0.1,0.25,0.0,0.0
246,0.65,0.1,0.2,0.05,0.0
247,0.65,0.1,0.2,0.0,0.05
248,0.65,0.1,0.15,0.1,0.0
249,0.65,0.1,0.15,0.05,0.05
250,0.65,0.1,0.15,0.0,0.1
251,0.65,0.1,0.1,0.15,0.0
252,0.65,0.1,0.1,0.1,0.05
253,0.65,0.1,0.1,0.05,0.1
254,0.65,0.1,0.1,0.0,0.15
255,0.65,0.1,0.05,0.2,0.0
256,0.65,0.1,0.05,0.15,0.05
257,0.65,0.1,0.05,0.1,0.1
258,0.65,0.1,0.05,0.05,0.15
259,0.65,0.1,0.05,0.0,0.2
260,0.65,0.1,0.0,0.25,0.0
261,0.65,0.1,0.0,0.2,0.05
262,0.65,0.1,0.0,0.15,0.1
263,0.65,0.1,0.0,0.1,0.15
264,0.65,0.1,0.0,0.05,0.2
265,0.65,0.1,0.0,0.0,0.25
266,0.65,0.05,0.3,0.0,0.0
267,0.65,0.05,0.25,0.05,0.0
268,0.65,0.05,0.25,0.0,0.05
269,0.65,0.05,0.2,0.1,0.0
270,0.65,0.05,0.2,0.05,0.05
271,0.65,0.05,0.2,0.0,0.1
272,0.65,0.05,0.15,0.15,0.0
273,0.65,0.05,0.15,0.1,0.05
274,0.65,0.05,0.15,0.05,0.1
275,0.65,0.05,0.15,0.0,0.15
276,0.65,0.05,0.1,0.2,0.0
277,0.65,0.05,0.1,0.15,0.05
278,0.65,0.05,0.1,0.1,0.1
279,0.65,0.05,0.1,0.05,0.15
280,0.65,0.05,0.1,0.0,0.2
281,0.65,0.05,0.05,0.25,0.0
282,0.65,0.05,0.05,0.2,0.05
283,0.65,0.05,0.05,0.15,0.1
284,0.65,0.05,0.05,0.1,0.15
285,0.65,0.05,0.05,0.05,0.2
286,0.65,0.05,0.05,0.0,0.25
287,0.65,0.05,0.0,0.3,0.0
288,0.65,0.05,0.0,0.25,0.05
289,0.65,0.05,0.0,0.2,0.1
290,0.65,0.05,0.0,0.15,0.15
291,0.65,0.05,0.0,0.1,0.2
292,0.65,0.05,0.0,0.05,0.25
293,0.65,0.05,0.0,0.0,0.3
294,0.65,0.0,0.35,0.0,0.0
295,0.65,0.0,0.3,0.05,0.0
296,0.65,0.0,0.3,0.0,0.05
297,0.65,0.0,0.25,0.1,0.0
298,0.65,0.0,0.25,0.05,0.05
299,0.65,0.0,0.25,0.0,0.1
300,0.65,0.0,0.2,0.15,0.0
301,0.65,0.0,0.2,0.1,0.05
302,0.65,0.0,0.2,0.05,0.1
303,0.65,0.0,0.2,0.0,0.15
304,0.65,0.0,0.15,0.2,0.0
305,0.65,0.0,0.15,0.15,0.05
306,0.65,0.0,0.15,0.1,0.1
307,0.65,0.0,0.15,0.05,0.15
308,0.65,0.0,0.15,0.0,0.2
309,0.65,0.0,0.1,0.25,0.0
310,0.65,0.0,0.1,0.2,0.05
311,0.65,0.0,0.1,0.15,0.1
312,0.65,0.0,0.1,0.1,0.15
313,0.65,0.0,0.1,0.05,0.2
314,0.65,0.0,0.1,0.0,0.25
315,0.65,0.0,0.05,0.3,0.0
316,0.65,0.0,0.05,0.25,0.05
317,0.65,0.0,0.05,0.2,0.1
318,0.65,0.0,0.05,0.15,0.15
319,0.65,0.0,0.05,0.1,0.2
320,0.65,0.0,0.05,0.05,0.25
321,0.65,0.0,0.05,0.0,0.3
322,0.65,0.0,0.0,0.35,0.0
323,0.65,0.0,0.0,0.3,0.05
324,0.65,0.0,0.0,0.25,0.1
325,0.65,0.0,0.0,0.2,0.15
326,0.65,0.0,0.0,0.15,0.2
327,0.65,0.0,0.0,0.1,0.25
328,0.65,0.0,0.0,0.05,0.3
329,0.65,0.0,0.0,0.0,0.35
330,0.6,0.4,0.0,0.0,0.0
331,0.6,0.35,0.05,0.0,0.0
332,0.6,0.35,0.0,0.05,0.0
333,0.6,0.35,0.0,0.0,0.05
334,0.6,0.3,0.1,0.0,0.0
335,0.6,0.3,0.05,0.05,0.0
336,0.6,0.3,0.05,0.0,0.05
337,0.6,0.3,0.0,0.1,0.0
338,0.6,0.3,0.0,0.05,0.05
339,0.6,0.3,0.0,0.0,0.1
340,0.6,0.25,0.15,0.0,0.0
341,0.6,0.25,0.1,0.05,0.0
342,0.6,0.25,0.1,0.0,0.05
343,0.6,0.25,0.05,0.1,0.0
344,0.6,0.25,0.05,0.05,0.05
345,0.6,0.25,0.05,0.0,0.1
346,0.6,0.25,0.0,0.15,0.0
347,0.6,0.25,0.0,0.1,0.05
348,0.6,0.25,0.0,0.05,0.1
349,0.6,0.25,0.0,0.0,0.15
350,0.6,0.2,0.2,0.0,0.0
351,0.6,0.2,0.15,0.05,0.0
352,0.6,0.2,0.15,0.0,0.05
353,0.6,0.2,0.1,0.1,0.0
354,0.6,0.2,0.1,0.05,0.05
355,0.6,0.2,0.1,0.0,0.1
356,0.6,0.2,0.05,0.15,0.0
357,0.6,0.2,0.05,0.1,0.05
358,0.6,0.2,0.05,0.05,0.1
359,0.6,0.2,0.05,0.0,0.15
360,0.6,0.2,0.0,0.2,0.0
361,0.6,0.2,0.0,0.15,0.05
362,0.6,0.2,0.0,0.1,0.1
363,0.6,0.2,0.0,0.05,0.15
364,0.6,0.2,0.0,0.0,0.2
365,0.6,0.15,0.25,0.0,0.0
366,0.6,0.15,0.2,0.05,0.0
367,0.6,0.15,0.2,0.0,0.05
368,0.6,0.15,0.15,0.1,0.0
369,0.6,0.15,0.15,0.05,0.05
370,0.6,0.15,0.15,0.0,0.1
371,0.6,0.15,0.1,0.15,0.0
372,0.6,0.15,0.1,0.1,0.05
373,0.6,0.15,0.1,0.05,0.1
374,0.6,0.15,0.1,0.0,0.15
375,0.6,0.15,0.05,0.2,0.0
376,0.6,0.15,0.05,0.15,0.05
377,0.6,0.15,0.05,0.1,0.1
378,0.6,0.15,0.05,0.05,0.15
379,0.6,0.15,0.05,0.0,0.2
380,0.6,0.15,0.0,0.25,0.0
381,0.6,0.15,0.0,0.2,0.05
382,0.6,0.15,0.0,0.15,0.1
383,0.6,0.15,0.0,0.1,0.15
384,0.6,0.15,0.0,0.05,0.2
385,0.6,0.15,0.0,0.0,0.25
386,0.6,0.1,0.3,0.0,0.0
387,0.6,0.1,0.25,0.05,0.0
388,0.6,0.1,0.25,0.0,0.05
389,0.6,0.1,0.2,0.1,0.0
390,0.6,0.1,0.2,0.05,0.05
391,0.6,0.1,0.2,0.0,0.1
392,0.6,0.1,0.15,0.15,0.0
393,0.6,0.1,0.15,0.1,0.05
394,0.6,0.1,0.15,0.05,0.1
395,0.6,0.1,0.15,0.0,0.15
396,0.6,0.1,0.1,0.2,0.0
397,0.6,0.1,0.1,0.15,0.05
398,0.6,0.1,0.1,0.1,0.1
399,0.6,0.1,0.1,0.05,0.15
400,0.6,0.1,0.1,0.0,0.2
401,0.6,0.1,0.05,0.25,0.0
402,0.6,0.1,0.05,0.2,0.05
403,0.6,0.1,0.05,0.15,0.1
404,0.6,0.1,0.05,0.1,0.15
405,0.6,0.1,0.05,0.05,0.2
406,0.6,0.1,0.05,0.0,0.25
407,0.6,0.1,0.0,0.3,0.0
408,0.6,0.1,0.0,0.25,0.05
409,0.6,0.1,0.0,0.2,0.1
410,0.6,0.1,0.0,0.15,0.15
411,0.6,0.1,0.0,0.1,0.2
412,0.6,0.1,0.0,0.05,0.25
413,0.6,0.1,0.0,0.0,0.3
414,0.6,0.05,0.35,0.0,0.0
415,0.6,0.05,0.3,0.05,0.0
416,0.6,0.05,0.3,0.0,0.05
417,0.6,0.05,0.25,0.1,0.0
418,0.6,0.05,0.25,0.05,0.05
419,0.6,0.05,0.25,0.0,0.1
420,0.6,0.05,0.2,0.15,0.0
421,0.6,0.05,0.2,0.1,0.05
422,0.6,0.05,0.2,0.05,0.1
423,0.6,0.05,0.2,0.0,0.15
424,0.6,0.05,0.15,0.2,0.0
425,0.6,0.05,0.15,0.15,0.05
426,0.6,0.05,0.15,0.1,0.1
427,0.6,0.05,0.15,0.05,0.15
428,0.6,0.05,0.15,0.0,0.2
429,0.6,0.05,0.1,0.25,0.0
430,0.6,0.05,0.1,0.2,0.05
431,0.6,0.05,0.1,0.15,0.1
432,0.6,0.05,0.1,0.1,0.15
433,0.6,0.05,0.1,0.05,0.2
434,0.6,0.05,0.1,0.0,0.25
435,0.6,0.05,0.05,0.3,0.0
436,0.6,0.05,0.05,0.25,0.05
437,0.6,0.05,0.05,0.2,0.1
438,0.6,0.05,0.05,0.15,0.15
439,0.6,0.05,0.05,0.1,0.2
440,0.6,0.05,0.05,0.05,0.25
441,0.6,0.05,0.05,0.0,0.3
442,0.6,0.05,0.0,0.35,0.0
443,0.6,0.05,0.0,0.3,0.05
444,0.6,0.05,0.0,0.25,0.1
445,0.6,0.05,0.0,0.2,0.15
446,0.6,0.05,0.0,0.15,0.2
447,0.6,0.05,0.0,0.1,0.25
448,0.6,0.05,0.0,0.05,0.3
449,0.6,0.05,0.0,0.0,0.35
450,0.6,0.0,0.4,0.0,0.0
451,0.6,0.0,0.35,0.05,0.0
452,0.6,0.0,0.35,0.0,0.05
453,0.6,0.0,0.3,0.1,0.0
454,0.6,0.0,0.3,0.05,0.05
455,0.6,0.0,0.3,0.0,0.1
456,0.6,0.0,0.25,0.15,0.0
457,0.6,0.0,0.25,0.1,0.05
458,0.6,0.0,0.25,0.05,0.1
459,0.6,0.0,0.25,0.0,0.15
460,0.6,0.0,0.2,0.2,0.0
461,0.6,0.0,0.2,0.15,0.05
462,0.6,0.0,0.2,0.1,0.1
463,0.6,0.0,0.2,0.05,0.15
464,0.6,0.0,0.2,0.0,0.2
465,0.6,0.0,0.15,0.25,0.0
466,0.6,0.0,0.15,0.2,0.05
467,0.6,0.0,0.15,0.15,0.1
468,0.6,0.0,0.15,0.1,0.15
469,0.6,0.0,0.15,0.05,0.2
470,0.6,0.0,0.15,0.0,0.25
471,0.6,0.0,0.1,0.3,0.0
472,0.6,0.0,0.1,0.25,0.05
473,0.6,0.0,0.1,0.2,0.1
474,0.6,0.0,0.1,0.15,0.15
475,0.6,0.0,0.1,0.1,0.2
476,0.6,0.0,0.1,0.05,0.25
477,0.6,0.0,0.1,0.0,0.3
478,0.6,0.0,0.05,0.35,0.0
479,0.6,0.0,0.05,0.3,0.05
480,0.6,0.0,0.05,0.25,0.1
481,0.6,0.0,0.05,0.2,0.15
482,0.6,0.0,0.05,0.15,0.2
483,0.6,0.0,0.05,0.1,0.25
484,0.6,0.0,0.05,0.05,0.3
485,0.6,0.0,0.05,0.0,0.35
486,0.6,0.0,0.0,0.4,0.0
487,0.6,0.0,0.0,0.35,0.05
488,0.6,0.0,0.0,0.3,0.1
489,0.6,0.0,0.0,0.25,0.15
490,0.6,0.0,0.0,0.2,0.2
491,0.6,0.0,0.0,0.15,0.25
492,0.6,0.0,0.0,0.1,0.3
493,0.6,0.0,0.0,0.05,0.35
494,0.6,0.0,0.0,0.0,0.4
495,0.55,0.45,0.0,0.0,0.0
496,0.55,0.4,0.05,0.0,0.0
497,0.55,0.4,0.0,0.05,0.0
498,0.55,0.4,0.0,0.0,0.05
499,0.55,0.35,0.1,0.0,0.0
500,0.55,0.35,0.05,0.05,0.0
501,0.55,0.35,0.05,0.0,0.05
502,0.55,0.35,0.0,0.1,0.0
503,0.55,0.35,0.0,0.05,0.05
504,0.55,0.35,0.0,0.0,0.1
505,0.55,0.3,0.15,0.0,0.0
506,0.55,0.3,0.1,0.05,0.0
507,0.55,0.3,0.1,0.0,0.05
508,0.55,0.3,0.05,0.1,0.0
509,0.55,0.3,0.05,0.05,0.05
510,0.55,0.3,0.05,0.0,0.1
511,0.55,0.3,0.0,0.15,0.0
512,0.55,0.3,0.0,0.1,0.05
513,0.55,0.3,0.0,0.05,0.1
514,0.55,0.3,0.0,0.0,0.15
515,0.55,0.25,0.2,0.0,0.0
516,0.55,0.25,0.15,0.05,0.0
517,0.55,0.25,0.15,0.0,0.05
518,0.55,0.25,0.1,0.1,0.0
519,0.55,0.25,0.1,0.05,0.05
520,0.55,0.25,0.1,0.0,0.1
521,0.55,0.25,0.05,0.15,0.0
522,0.55,0.25,0.05,0.1,0.05
523,0.55,0.25,0.05,0.05,0.1
524,0.55,0.25,0.05,0.0,0.15
525,0.55,0.25,0.0,0.2,0.0
526,0.55,0.25,0.0,0.15,0.05
527,0.55,0.25,0.0,0.1,0.1
528,0.55,0.25,0.0,0.05,0.15
529,0.55,0.25,0.0,0.0,0.2
530,0.55,0.2,0.25,0.0,0.0
531,0.55,0.2,0.2,0.05,0.0
532,0.55,0.2,0.2,0.0,0.05
533,0.55,0.2,0.15,0.1,0.0
534,0.55,0.2,0.15,0.05,0.05
535,0.55,0.2,0.15,0.0,0.1
536,0.55,0.2,0.1,0.15,0.0
537,0.55,0.2,0.1,0.1,0.05
538,0.55,0.2,0.1,0.05,0.1
539,0.55,0.2,0.1,0.0,0.15
540,0.55,0.2,0.05,0.2,0.0
541,0.55,0.2,0.05,0.15,0.05
542,0.55,0.2,0.05,0.1,0.1
543,0.55,0.2,0.05,0.05,0.15
544,0.55,0.2,0.05,0.0,0.2
545,0.55,0.2,0.0,0.25,0.0
546,0.55,0.2,0.0,0.2,0.05
547,0.55,0.2,0.0,0.15,0.1
548,0.55,0.2,0.0,0.1,0.15
549,0.55,0.2,0.0,0.05,0.2
550,0.55,0.2,0.0,0.0,0.25
551,0.55,0.15,0.3,0.0,0.0
552,0.55,0.15,0.25,0.05,0.0
553,0.55,0.15,0.25,0.0,0.05
554,0.55,0.15,0.2,0.1,0.0
555,0.55,0.15,0.2,0.05,0.05
556,0.55,0.15,0.2,0.0,0.1
557,0.55,0.15,0.15,0.15,0.0
558,0.55,0.15,0.15,0.1,0.05
559,0.55,0.15,0.15,0.05,0.1
560,0.55,0.15,0.15,0.0,0.15
561,0.55,0.15,0.1,0.2,0.0
562,0.55,0.15,0.1,0.15,0.05
563,0.55,0.15,0.1,0.1,0.1
564,0.55,0.15,0.1,0.05,0.15
565,0.55,0.15,0.1,0.0,0.2
566,0.55,0.15,0.05,0.25,0.0
567,0.55,0.15,0.05,0.2,0.05
568,0.55,0.15,0.05,0.15,0.1
569,0.55,0.15,0.05,0.1,0.15
570,0.55,0.15,0.05,0.05,0.2
571,0.55,0.15,0.05,0.0,0.25
572,0.55,0.15,0.0,0.3,0.0
573,0.55,0.15,0.0,0.25,0.05
574,0.55,0.15,0.0,0.2,0.1
575,0.55,0.15,0.0,0.15,0.15
576,0.55,0.15,0.0,0.1,0.2
577,0.55,0.15,0.0,0.05,0.25
578,0.55,0.15,0.0,0.0,0.3
579,0.55,0.1,0.35,0.0,0.0
580,0.55,0.1,0.3,0.05,0.0
581,0.55,0.1,0.3,0.0,0.05
582,0.55,0.1,0.25,0.1,0.0
583,0.55,0.1,0.25,0.05,0.05
584,0.55,0.1,0.25,0.0,0.1
585,0.55,0.1,0.2,0.15,0.0
586,0.55,0.1,0.2,0.1,0.05
587,0.55,0.1,0.2,0.05,0.1
588,0.55,0.1,0.2,0.0,0.15
589,0.55,0.1,0.15,0.2,0.0
590,0.55,0.1,0.15,0.15,0.05
591,0.55,0.1,0.15,0.1,0.1
592,0.55,0.1,0.15,0.05,0.15
593,0.55,0.1,0.15,0.0,0.2
594,0.55,0.1,0.1,0.25,0.0
595,0.55,0.1,0.1,0.2,0.05
596,0.55,0.1,0.1,0.15,0.1
597,0.55,0.1,0.1,0.1,0.15
598,0.55,0.1,0.1,0.05,0.2
599,0.55,0.1,0.1,0.0,0.25
600,0.55,0.1,0.05,0.3,0.0
601,0.55,0.1,0.05,0.25,0.05
602,0.55,0.1,0.05,0.2,0.1
603,0.55,0.1,0.05,0.15,0.15
604,0.55,0.1,0.05,0.1,0.2
605,0.55,0.1,0.05,0.05,0.25
606,0.55,0.1,0.05,0.0,0.3
607,0.55,0.1,0.0,0.35,0.0
608,0.55,0.1,0.0,0.3,0.05
609,0.55,0.1,0.0,0.25,0.1
610,0.55,0.1,0.0,0.2,0.15
611,0.55,0.1,0.0,0.15,0.2
612,0.55,0.1,0.0,0.1,0.25
613,0.55,0.1,0.0,0.05,0.3
614,0.55,0.1,0.0,0.0,0.35
615,0.55,0.05,0.4,0.0,0.0
616,0.55,0.05,0.35,0.05,0.0
617,0.55,0.05,0.35,0.0,0.05
618,0.55,0.05,0.3,0.1,0.0
619,0.55,0.05,0.3,0.05,0.05
620,0.55,0.05,0.3,0.0,0.1
621,0.55,0.05,0.25,0.15,0.0
622,0.55,0.05,0.25,0.1,0.05
623,0.55,0.05,0.25,0.05,0.1
624,0.55,0.05,0.25,0.0,0.15
625,0.55,0.05,0.2,0.2,0.0
626,0.55,0.05,0.2,0.15,0.05
627,0.55,0.05,0.2,0.1,0.1
628,0.55,0.05,0.2,0.05,0.15
629,0.55,0.05,0.2,0.0,0.2
630,0.55,0.05,0.15,0.25,0.0
631,0.55,0.05,0.15,0.2,0.05
632,0.55,0.05,0.15,0.15,0.1
633,0.55,0.05,0.15,0.1,0.15
634,0.55,0.05,0.15,0.05,0.2
