,ST,CB,PB,GO,CA
8698,0.05,0.0,0.5,0.05,0.4
8699,0.05,0.0,0.5,0.0,0.45
8700,0.05,0.0,0.45,0.5,0.0
8701,0.05,0.0,0.45,0.45,0.05
8702,0.05,0.0,0.45,0.4,0.1
8703,0.05,0.0,0.45,0.35,0.15
8704,0.05,0.0,0.45,0.3,0.2
8705,0.05,0.0,0.45,0.25,0.25
8706,0.05,0.0,0.45,0.2,0.3
8707,0.05,0.0,0.45,0.15,0.35
8708,0.05,0.0,0.45,0.1,0.4
8709,0.05,0.0,0.45,0.05,0.45
8710,0.05,0.0,0.45,0.0,0.5
8711,0.05,0.0,0.4,0.55,0.0
8712,0.05,0.0,0.4,0.5,0.05
8713,0.05,0.0,0.4,0.45,0.1
8714,0.05,0.0,0.4,0.4,0.15
8715,0.05,0.0,0.4,0.35,0.2
8716,0.05,0.0,0.4,0.3,0.25
8717,0.05,0.0,0.4,0.25,0.3
8718,0.05,0.0,0.4,0.2,0.35
8719,0.05,0.0,0.4,0.15,0.4
8720,0.05,0.0,0.4,0.1,0.45
8721,0.05,0.0,0.4,0.05,0.5
8722,0.05,0.0,0.4,0.0,0.55
8723,0.05,0.0,0.35,0.6,0.0
8724,0.05,0.0,0.35,0.55,0.05
8725,0.05,0.0,0.35,0.5,0.1
8726,0.05,0.0,0.35,0.45,0.15
8727,0.05,0.0,0.35,0.4,0.2
8728,0.05,0.0,0.35,0.35,0.25
8729,0.05,0.0,0.35,0.3,0.3
8730,0.05,0.0,0.35,0.25,0.35
8731,0.05,0.0,0.35,0.2,0.4
8732,0.05,0.0,0.35,0.15,0.45
8733,0.05,0.0,0.35,0.1,0.5
8734,0.05,0.0,0.35,0.05,0.55
8735,0.05,0.0,0.35,0.0,0.6
8736,0.05,0.0,0.3,0.65,0.0
8737,0.05,0.0,0.3,0.6,0.05
8738,0.05,0.0,0.3,0.55,0.1
8739,0.05,0.0,0.3,0.5,0.15
8740,0.05,0.0,0.3,0.45,0.2
8741,0.05,0.0,0.3,0.4,0.25
8742,0.05,0.0,0.3,0.35,0.3
8743,0.05,0.0,0.3,0.3,0.35
8744,0.05,0.0,0.3,0.25,0.4
8745,0.05,0.0,0.3,0.2,0.45
8746,0.05,0.0,0.3,0.15,0.5
8747,0.05,0.0,0.3,0.1,0.55
8748,0.05,0.0,0.3,0.05,0.6
8749,0.05,0.0,0.3,0.0,0.65
8750,0.05,0.0,0.25,0.7,0.0
8751,0.05,0.0,0.25,0.65,0.05
8752,0.05,0.0,0.25,0.6,0.1
8753,0.05,0.0,0.25,0.55,0.15
8754,0.05,0.0,0.25,0.5,0.2
8755,0.05,0.0,0.25,0.45,0.25
8756,0.05,0.0,0.25,0.4,0.3
8757,0.05,0.0,0.25,0.35,0.35
8758,0.05,0.0,0.25,0.3,0.4
8759,0.05,0.0,0.25,0.25,0.45
8760,0.05,0.0,0.25,0.2,0.5
8761,0.05,0.0,0.25,0.15,0.55
8762,0.05,0.0,0.25,0.1,0.6
8763,0.05,0.0,0.25,0.05,0.65
8764,0.05,0.0,0.25,0.0,0.7
8765,0.05,0.0,0.2,0.75,0.0
8766,0.05,0.0,0.2,0.7,0.05
8767,0.05,0.0,0.2,0.65,0.1
8768,0.05,0.0,0.2,0.6,0.15
8769,0.05,0.0,0.2,0.55,0.2
8770,0.05,0.0,0.2,0.5,0.25
8771,0.05,0.0,0.2,0.45,0.3
8772,0.05,0.0,0.2,0.4,0.35
8773,0.05,0.0,0.2,0.35,0.4
8774,0.05,0.0,0.2,0.3,0.45
8775,0.05,0.0,0.2,0.25,0.5
8776,0.05,0.0,0.2,0.2,0.55
8777,0.05,0.0,0.2,0.15,0.6
8778,0.05,0.0,0.2,0.1,0.65
8779,0.05,0.0,0.2,0.05,0.7
8780,0.05,0.0,0.2,0.0,0.75
8781,0.05,0.0,0.15,0.8,0.0
8782,0.05,0.0,0.15,0.75,0.05
8783,0.05,0.0,0.15,0.7,0.1
8784,0.05,0.0,0.15,0.65,0.15
8785,0.05,0.0,0.15,0.6,0.2
8786,0.05,0.0,0.15,0.55,0.25
8787,0.05,0.0,0.15,0.5,0.3
8788,0.05,0.0,0.15,0.45,0.35
8789,0.05,0.0,0.15,0.4,0.4
8790,0.05,0.0,0.15,0.35,0.45
8791,0.05,0.0,0.15,0.3,0.5
8792,0.05,0.0,0.15,0.25,0.55
8793,0.05,0.0,0.15,0.2,0.6
8794,0.05,0.0,0.15,0.15,0.65
8795,0.05,0.0,0.15,0.1,0.7
8796,0.05,0.0,0.15,0.05,0.75
8797,0.05,0.0,0.15,0.0,0.8
8798,0.05,0.0,0.1,0.85,0.0
8799,0.05,0.0,0.1,0.8,0.05
8800,0.05,0.0,0.1,0.75,0.1
8801,0.05,0.0,0.1,0.7,0.15
8802,0.05,0.0,0.1,0.65,0.2
8803,0.05,0.0,0.1,0.6,0.25
8804,0.05,0.0,0.1,0.55,0.3
8805,0.05,0.0,0.1,0.5,0.35
8806,0.05,0.0,0.1,0.45,0.4
8807,0.05,0.0,0.1,0.4,0.45
8808,0.05,0.0,0.1,0.35,0.5
8809,0.05,0.0,0.1,0.3,0.55
8810,0.05,0.0,0.1,0.25,0.6
8811,0.05,0.0,0.1,0.2,0.65
8812,0.05,0.0,0.1,0.15,0.7
8813,0.05,0.0,0.1,0.1,0.75
8814,0.05,0.0,0.1,0.05,0.8
8815,0.05,0.0,0.1,0.0,0.85
8816,0.05,0.0,0.05,0.9,0.0
8817,0.05,0.0,0.05,0.85,0.05
8818,0.05,0.0,0.05,0.8,0.1
8819,0.05,0.0,0.05,0.75,0.15
8820,0.05,0.0,0.05,0.7,0.2
8821,0.05,0.0,0.05,0.65,0.25
8822,0.05,0.0,0.05,0.6,0.3
8823,0.05,0.0,0.05,0.55,0.35
8824,0.05,0.0,0.05,0.5,0.4
8825,0.05,0.0,0.05,0.45,0.45
8826,0.05,0.0,0.05,0.4,0.5
8827,0.05,0.0,0.05,0.35,0.55
8828,0.05,0.0,0.05,0.3,0.6
8829,0.05,0.0,0.05,0.25,0.65
8830,0.05,0.0,0.05,0.2,0.7
8831,0.05,0.0,0.05,0.15,0.75
8832,0.05,0.0,0.05,0.1,0.8
8833,0.05,0.0,0.05,0.05,0.85
8834,0.05,0.0,0.05,0.0,0.9
8835,0.05,0.0,0.0,0.95,0.0
8836,0.05,0.0,0.0,0.9,0.05
8837,0.05,0.0,0.0,0.85,0.1
8838,0.05,0.0,0.0,0.8,0.15
8839,0.05,0.0,0.0,0.75,0.2
8840,0.05,0.0,0.0,0.7,0.25
8841,0.05,0.0,0.0,0.65,0.3
8842,0.05,0.0,0.0,0.6,0.35
8843,0.05,0.0,0.0,0.55,0.4
8844,0.05,0.0,0.0,0.5,0.45
8845,0.05,0.0,0.0,0.45,0.5
8846,0.05,0.0,0.0,0.4,0.55
8847,0.05,0.0,0.0,0.35,0.6
8848,0.05,0.0,0.0,0.3,0.65
8849,0.05,0.0,0.0,0.25,0.7
8850,0.05,0.0,0.0,0.2,0.75
8851,0.05,0.0,0.0,0.15,0.8
8852,0.05,0.0,0.0,0.1,0.85
8853,0.05,0.0,0.0,0.05,0.9
8854,0.05,0.0,0.0,0.0,0.95
8855,0.0,1.0,0.0,0.0,0.0
8856,0.0,0.95,0.05,0.0,0.0
8857,0.0,0.95,0.0,0.05,0.0
8858,0.0,0.95,0.0,0.0,0.05
8859,0.0,0.9,0.1,0.0,0.0
8860,0.0,0.9,0.05,0.05,0.0
8861,0.0,0.9,0.05,0.0,0.05
8862,0.0,0.9,0.0,0.1,0.0
8863,0.0,0.9,0.0,0.05,0.05
8864,0.0,0.9,0.0,0.0,0.1
8865,0.0,0.85,0.15,0.0,0.0
8866,0.0,0.85,0.1,0.05,0.0
8867,0.0,0.85,0.1,0.0,0.05
8868,0.0,0.85,0.05,0.1,0.0
8869,0.0,0.85,0.05,0.05,0.05
8870,0.0,0.85,0.05,0.0,0.1
8871,0.0,0.85,0.0,0.15,0.0
8872,0.0,0.85,0.0,0.1,0.05
8873,0.0,0.85,0.0,0.05,0.1
8874,0.0,0.85,0.0,0.0,0.15
8875,0.0,0.8,0.2,0.0,0.0
8876,0.0,0.8,0.15,0.05,0.0
8877,0.0,0.8,0.15,0.0,0.05
8878,0.0,0.8,0.1,0.1,0.0
8879,0.0,0.8,0.1,0.05,0.05
8880,0.0,0.8,0.1,0.0,0.1
8881,0.0,0.8,0.05,0.15,0.0
8882,0.0,0.8,0.05,0.1,0.05
8883,0.0,0.8,0.05,0.05,0.1
8884,0.0,0.8,0.05,0.0,0.15
8885,0.0,0.8,0.0,0.2,0.0
8886,0.0,0.8,0.0,0.15,0.05
8887,0.0,0.8,0.0,0.1,0.1
8888,0.0,0.8,0.0,0.05,0.15
8889,0.0,0.8,0.0,0.0,0.2
8890,0.0,0.75,0.25,0.0,0.0
8891,0.0,0.75,0.2,0.05,0.0
8892,0.0,0.75,0.2,0.0,0.05
8893,0.0,0.75,0.15,0.1,0.0
8894,0.0,0.75,0.15,0.05,0.05
8895,0.0,0.75,0.15,0.0,0.1
8896,0.0,0.75,0.1,0.15,0.0
8897,0.0,0.75,0.1,0.1,0.05
8898,0.0,0.75,0.1,0.05,0.1
8899,0.0,0.75,0.1,0.0,0.15
8900,0.0,0.75,0.05,0.2,0.0
8901,0.0,0.75,0.05,0.15,0.05
8902,0.0,0.75,0.05,0.1,0.1
8903,0.0,0.75,0.05,0.05,0.15
8904,0.0,0.75,0.05,0.0,0.2
8905,0.0,0.75,0.0,0.25,0.0
8906,0.0,0.75,0.0,0.2,0.05
8907,0.0,0.75,0.0,0.15,0.1
8908,0.0,0.75,0.0,0.1,0.15
8909,0.0,0.75,0.0,0.05,0.2
8910,0.0,0.75,0.0,0.0,0.25
8911,0.0,0.7,0.3,0.0,0.0
8912,0.0,0.7,0.25,0.05,0.0
8913,0.0,0.7,0.25,0.0,0.05
8914,0.0,0.7,0.2,0.1,0.0
8915,0.0,0.7,0.2,0.05,0.05
8916,0.0,0.7,0.2,0.0,0.1
8917,0.0,0.7,0.15,0.15,0.0
8918,0.0,0.7,0.15,0.1,0.05
8919,0.0,0.7,0.15,0.05,0.1
8920,0.0,0.7,0.15,0.0,0.15
8921,0.0,0.7,0.1,0.2,0.0
8922,0.0,0.7,0.1,0.15,0.05
8923,0.0,0.7,0.1,0.1,0.1
8924,0.0,0.7,0.1,0.05,0.15
8925,0.0,0.7,0.1,0.0,0.2
8926,0.0,0.7,0.05,0.25,0.0
8927,0.0,0.7,0.05,0.2,0.05
8928,0.0,0.7,0.05,0.15,0.1
8929,0.0,0.7,0.05,0.1,0.15
8930,0.0,0.7,0.05,0.05,0.2
8931,0.0,0.7,0.05,0.0,0.25
8932,0.0,0.7,0.0,0.3,0.0
8933,0.0,0.7,0.0,0.25,0.05
8934,0.0,0.7,0.0,0.2,0.1
8935,0.0,0.7,0.0,0.15,0.15
8936,0.0,0.7,0.0,0.1,0.2
8937,0.0,0.7,0.0,0.05,0.25
8938,0.0,0.7,0.0,0.0,0.3
8939,0.0,0.65,0.35,0.0,0.0
8940,0.0,0.65,0.3,0.05,0.0
8941,0.0,0.65,0.3,0.0,0.05
8942,0.0,0.65,0.25,0.1,0.0
8943,0.0,0.65,0.25,0.05,0.05
8944,0.0,0.65,0.25,0.0,0.1
8945,0.0,0.65,0.2,0.15,0.0
8946,0.0,0.65,0.2,0.1,0.05
8947,0.0,0.65,0.2,0.05,0.1
8948,0.0,0.65,0.2,0.0,0.15
8949,0.0,0.65,0.15,0.2,0.0
8950,0.0,0.65,0.15,0.15,0.05
8951,0.0,0.65,0.15,0.1,0.1
8952,0.0,0.65,0.15,0.05,0.15
8953,0.0,0.65,0.15,0.0,0.2
8954,0.0,0.65,0.1,0.25,0.0
8955,0.0,0.65,0.1,0.2,0.05
8956,0.0,0.65,0.1,0.15,0.1
8957,0.0,0.65,0.1,0.1,0.15
8958,0.0,0.65,0.1,0.05,0.2
8959,0.0,0.65,0.1,0.0,0.25
8960,0.0,0.65,0.05,0.3,0.0
8961,0.0,0.65,0.05,0.25,0.05
8962,0.0,0.65,0.05,0.2,0.1
8963,0.0,0.65,0.05,0.15,0.15
8964,0.0,0.65,0.05,0.1,0.2
8965,0.0,0.65,0.05,0.05,0.25
8966,0.0,0.65,0.05,0.0,0.3
8967,0.0,0.65,0.0,0.35,0.0
8968,0.0,0.65,0.0,0.3,0.05
8969,0.0,0.65,0.0,0.25,0.1
8970,0.0,0.65,0.0,0.2,0.15
8971,0.0,0.65,0.0,0.15,0.2
8972,0.0,0.65,0.0,0.1,0.25
8973,0.0,0.65,0.0,0.05,0.3
8974,0.0,0.65,0.0,0.0,0.35
8975,0.0,0.6,0.4,0.0,0.0
8976,0.0,0.6,0.35,0.05,0.0
8977,0.0,0.6,0.35,0.0,0.05
8978,0.0,0.6,0.3,0.1,0.0
8979,0.0,0.6,0.3,0.05,0.05
8980,0.0,0.6,0.3,0.0,0.1
8981,0.0,0.6,0.25,0.15,0.0
8982,0.0,0.6,0.25,0.1,0.05
8983,0.0,0.6,0.25,0.05,0.1
8984,0.0,0.6,0.25,0.0,0.15
8985,0.0,0.6,0.2,0.2,0.0
8986,0.0,0.6,0.2,0.15,0.05
8987,0.0,0.6,0.2,0.1,0.1
8988,0.0,0.6,0.2,0.05,0.15
8989,0.0,0.6,0.2,0.0,0.2
8990,0.0,0.6,0.15,0.25,0.0
8991,0.0,0.6,0.15,0.2,0.05
8992,0.0,0.6,0.15,0.15,0.1
8993,0.0,0.6,0.15,0.1,0.15
8994,0.0,0.6,0.15,0.05,0.2
8995,0.0,0.6,0.15,0.0,0.25
8996,0.0,0.6,0.1,0.3,0.0
8997,0.0,0.6,0.1,0.25,0.05
8998,0.0,0.6,0.1,0.2,0.1
8999,0.0,0.6,0.1,0.15,0.15
9000,0.0,0.6,0.1,0.1,0.2
9001,0.0,0.6,0.1,0.05,0.25
9002,0.0,0.6,0.1,0.0,0.3
9003,0.0,0.6,0.05,0.35,0.0
9004,0.0,0.6,0.05,0.3,0.05
9005,0.0,0.6,0.05,0.25,0.1
9006,0.0,0.6,0.05,0.2,0.15
9007,0.0,0.6,0.05,0.15,0.2
9008,0.0,0.6,0.05,0.1,0.25
9009,0.0,0.6,0.05,0.05,0.3
9010,0.0,0.6,0.05,0.0,0.35
9011,0.0,0.6,0.0,0.4,0.0
9012,0.0,0.6,0.0,0.35,0.05
9013,0.0,0.6,0.0,0.3,0.1
9014,0.0,0.6,0.0,0.25,0.15
9015,0.0,0.6,0.0,0.2,0.2
9016,0.0,0.6,0.0,0.15,0.25
9017,0.0,0.6,0.0,0.1,0.3
9018,0.0,0.6,0.0,0.05,0.35
9019,0.0,0.6,0.0,0.0,0.4
9020,0.0,0.55,0.45,0.0,0.0
9021,0.0,0.55,0.4,0.05,0.0
9022,0.0,0.55,0.4,0.0,0.05
9023,0.0,0.55,0.35,0.1,0.0
9024,0.0,0.55,0.35,0.05,0.05
9025,0.0,0.55,0.35,0.0,0.1
9026,0.0,0.55,0.3,0.15,0.0
9027,0.0,0.55,0.3,0.1,0.05
9028,0.0,0.55,0.3,0.05,0.1
9029,0.0,0.55,0.3,0.0,0.15
9030,0.0,0.55,0.25,0.2,0.0
9031,0.0,0.55,0.25,0.15,0.05
9032,0.0,0.55,0.25,0.1,0.1
9033,0.0,0.55,0.25,0.05,0.15
9034,0.0,0.55,0.25,0.0,0.2
9035,0.0,0.55,0.2,0.25,0.0
9036,0.0,0.55,0.2,0.2,0.05
9037,0.0,0.55,0.2,0.15,0.1
9038,0.0,0.55,0.2,0.1,0.15
9039,0.0,0.55,0.2,0.05,0.2
9040,0.0,0.55,0.2,0.0,0.25
9041,0.0,0.55,0.15,0.3,0.0
9042,0.0,0.55,0.15,0.25,0.05
9043,0.0,0.55,0.15,0.2,0.1
9044,0.0,0.55,0.15,0.15,0.15
9045,0.0,0.55,0.15,0.1,0.2
9046,0.0,0.55,0.15,0.05,0.25
9047,0.0,0.55,0.15,0.0,0.3
9048,0.0,0.55,0.1,0.35,0.0
9049,0.0,0.55,0.1,0.3,0.05
9050,0.0,0.55,0.1,0.25,0.1
9051,0.0,0.55,0.1,0.2,0.15
9052,0.0,0.55,0.1,0.15,0.2
9053,0.0,0.55,0.1,0.1,0.25
9054,0.0,0.55,0.1,0.05,0.3
9055,0.0,0.55,0.1,0.0,0.35
9056,0.0,0.55,0.05,0.4,0.0
9057,0.0,0.55,0.05,0.35,0.05
9058,0.0,0.55,0.05,0.3,0.1
9059,0.0,0.55,0.05,0.25,0.15
9060,0.0,0.55,0.05,0.2,0.2
9061,0.0,0.55,0.05,0.15,0.25
9062,0.0,0.55,0.05,0.1,0.3
9063,0.0,0.55,0.05,0.05,0.35
9064,0.0,0.55,0.05,0.0,0.4
9065,0.0,0.55,0.0,0.45,0.0
9066,0.0,0.55,0.0,0.4,0.05
9067,0.0,0.55,0.0,0.35,0.1
9068,0.0,0.55,0.0,0.3,0.15
9069,0.0,0.55,0.0,0.25,0.2
9070,0.0,0.55,0.0,0.2,0.25
9071,0.0,0.55,0.0,0.15,0.3
9072,0.0,0.55,0.0,0.1,0.35
9073,0.0,0.55,0.0,0.05,0.4
9074,0.0,0.55,0.0,0.0,0.45
9075,0.0,0.5,0.5,0.0,0.0
9076,0.0,0.5,0.45,0.05,0.0
9077,0.0,0.5,0.45,0.0,0.05
9078,0.0,0.5,0.4,0.1,0.0
9079,0.0,0.5,0.4,0.05,0.05
9080,0.0,0.5,0.4,0.0,0.1
9081,0.0,0.5,0.35,0.15,0.0
9082,0.0,0.5,0.35,0.1,0.05
9083,0.0,0.5,0.35,0.05,0.1
9084,0.0,0.5,0.35,0.0,0.15
9085,0.0,0.5,0.3,0.2,0.0
9086,0.0,0.5,0.3,0.15,0.05
9087,0.0,0.5,0.3,0.1,0.1
9088,0.0,0.5,0.3,0.05,0.15
9089,0.0,0.5,0.3,0.0,0.2
9090,0.0,0.5,0.25,0.25,0.0
9091,0.0,0.5,0.25,0.2,0.05
9092,0.0,0.5,0.25,0.15,0.1
9093,0.0,0.5,0.25,0.1,0.15
9094,0.0,0.5,0.25,0.05,0.2
9095,0.0,0.5,0.25,0.0,0.25
9096,0.0,0.5,0.2,0.3,0.0
9097,0.0,0.5,0.2,0.25,0.05
9098,0.0,0.5,0.2,0.2,0.1
9099,0.0,0.5,0.2,0.15,0.15
9100,0.0,0.5,0.2,0.1,0.2
9101,0.0,0.5,0.2,0.05,0.25
9102,0.0,0.5,0.2,0.0,0.3
9103,0.0,0.5,0.15,0.35,0.0
9104,0.0,0.5,0.15,0.3,0.05
9105,0.0,0.5,0.15,0.25,0.1
9106,0.0,0.5,0.15,0.2,0.15
9107,0.0,0.5,0.15,0.15,0.2
9108,0.0,0.5,0.15,0.1,0.25
9109,0.0,0.5,0.15,0.05,0.3
9110,0.0,0.5,0.15,0.0,0.35
9111,0.0,0.5,0.1,0.4,0.0
9112,0.0,0.5,0.1,0.35,0.05
9113,0.0,0.5,0.1,0.3,0.1
9114,0.0,0.5,0.1,0.25,0.15
9115,0.0,0.5,0.1,0.2,0.2
9116,0.0,0.5,0.1,0.15,0.25
9117,0.0,0.5,0.1,0.1,0.3
9118,0.0,0.5,0.1,0.05,0.35
9119,0.0,0.5,0.1,0.0,0.4
9120,0.0,0.5,0.05,0.45,0.0
9121,0.0,0.5,0.05,0.4,0.05
9122,0.0,0.5,0.05,0.35,0.1
9123,0.0,0.5,0.05,0.3,0.15
9124,0.0,0.5,0.05,0.25,0.2
9125,0.0,0.5,0.05,0.2,0.25
9126,0.0,0.5,0.05,0.15,0.3
9127,0.0,0.5,0.05,0.1,0.35
9128,0.0,0.5,0.05,0.05,0.4
9129,0.0,0.5,0.05,0.0,0.45
9130,0.0,0.5,0.0,0.5,0.0
9131,0.0,0.5,0.0,0.45,0.05
9132,0.0,0.5,0.0,0.4,0.1
9133,0.0,0.5,0.0,0.35,0.15
9134,0.0,0.5,0.0,0.3,0.2
9135,0.0,0.5,0.0,0.25,0.25
9136,0.0,0.5,0.0,0.2,0.3
9137,0.0,0.5,0.0,0.15,0.35
9138,0.0,0.5,0.0,0.1,0.4
9139,0.0,0.5,0.0,0.05,0.45
9140,0.0,0.5,0.0,0.0,0.5
9141,0.0,0.45,0.55,0.0,0.0
9142,0.0,0.45,0.5,0.05,0.0
9143,0.0,0.45,0.5,0.0,0.05
9144,0.0,0.45,0.45,0.1,0.0
9145,0.0,0.45,0.45,0.05,0.05
9146,0.0,0.45,0.45,0.0,0.1
9147,0.0,0.45,0.4,0.15,0.0
9148,0.0,0.45,0.4,0.1,0.05
9149,0.0,0.45,0.4,0.05,0.1
9150,0.0,0.45,0.4,0.0,0.15
9151,0.0,0.45,0.35,0.2,0.0
9152,0.0,0.45,0.35,0.15,0.05
9153,0.0,0.45,0.35,0.1,0.1
9154,0.0,0.45,0.35,0.05,0.15
9155,0.0,0.45,0.35,0.0,0.2
9156,0.0,0.45,0.3,0.25,0.0
9157,0.0,0.45,0.3,0.2,0.05
9158,0.0,0.45,0.3,0.15,0.1
9159,0.0,0.45,0.3,0.1,0.15
9160,0.0,0.45,0.3,0.05,0.2
9161,0.0,0.45,0.3,0.0,0.25
9162,0.0,0.45,0.25,0.3,0.0
9163,0.0,0.45,0.25,0.25,0.05
9164,0.0,0.45,0.25,0.2,0.1
9165,0.0,0.45,0.25,0.15,0.15
9166,0.0,0.45,0.25,0.1,0.2
9167,0.0,0.45,0.25,0.05,0.25
9168,0.0,0.45,0.25,0.0,0.3
9169,0.0,0.45,0.2,0.35,0.0
9170,0.0,0.45,0.2,0.3,0.05
9171,0.0,0.45,0.2,0.25,0.1
9172,0.0,0.45,0.2,0.2,0.15
9173,0.0,0.45,0.2,0.15,0.2
9174,0.0,0.45,0.2,0.1,0.25
9175,0.0,0.45,0.2,0.05,0.3
9176,0.0,0.45,0.2,0.0,0.35
9177,0.0,0.45,0.15,0.4,0.0
9178,0.0,0.45,0.15,0.35,0.05
9179,0.0,0.45,0.15,0.3,0.1
9180,0.0,0.45,0.15,0.25,0.15
9181,0.0,0.45,0.15,0.2,0.2
9182,0.0,0.45,0.15,0.15,0.25
9183,0.0,0.45,0.15,0.1,0.3
9184,0.0,0.45,0.15,0.05,0.35
9185,0.0,0.45,0.15,0.0,0.4
9186,0.0,0.45,0.1,0.45,0.0
9187,0.0,0.45,0.1,0.4,0.05
9188,0.0,0.45,0.1,0.35,0.1
9189,0.0,0.45,0.1,0.3,0.15
9190,0.0,0.45,0.1,0.25,0.2
9191,0.0,0.45,0.1,0.2,0.25
9192,0.0,0.45,0.1,0.15,0.3
9193,0.0,0.45,0.1,0.1,0.35
9194,0.0,0.45,0.1,0.05,0.4
9195,0.0,0.45,0.1,0.0,0.45
9196,0.0,0.45,0.05,0.5,0.0
9197,0.0,0.45,0.05,0.45,0.05
9198,0.0,0.45,0.05,0.4,0.1
9199,0.0,0.45,0.05,0.35,0.15
9200,0.0,0.45,0.05,0.3,0.2
9201,0.0,0.45,0.05,0.25,0.25
9202,0.0,0.45,0.05,0.2,0.3
9203,0.0,0.45,0.05,0.15,0.35
9204,0.0,0.45,0.05,0.1,0.4
9205,0.0,0.45,0.05,0.05,0.45
9206,0.0,0.45,0.05,0.0,0.5
9207,0.0,0.45,0.0,0.55,0.0
9208,0.0,0.45,0.0,0.5,0.05
9209,0.0,0.45,0.0,0.45,0.1
9210,0.0,0.45,0.0,0.4,0.15
9211,0.0,0.45,0.0,0.35,0.2
9212,0.0,0.45,0.0,0.3,0.25
9213,0.0,0.45,0.0,0.25,0.3
9214,0.0,0.45,0.0,0.2,0.35
9215,0.0,0.45,0.0,0.15,0.4
9216,0.0,0.45,0.0,0.1,0.45
9217,0.0,0.45,0.0,0.05,0.5
9218,0.0,0.45,0.0,0.0,0.55
9219,0.0,0.4,0.6,0.0,0.0
9220,0.0,0.4,0.55,0.05,0.0
9221,0.0,0.4,0.55,0.0,0.05
9222,0.0,0.4,0.5,0.1,0.0
9223,0.0,0.4,0.5,0.05,0.05
9224,0.0,0.4,0.5,0.0,0.1
9225,0.0,0.4,0.45,0.15,0.0
9226,0.0,0.4,0.45,0.1,0.05
9227,0.0,0.4,0.45,0.05,0.1
9228,0.0,0.4,0.45,0.0,0.15
9229,0.0,0.4,0.4,0.2,0.0
9230,0.0,0.4,0.4,0.15,0.05
9231,0.0,0.4,0.4,0.1,0.1
9232,0.0,0.4,0.4,0.05,0.15
9233,0.0,0.4,0.4,0.0,0.2
9234,0.0,0.4,0.35,0.25,0.0
9235,0.0,0.4,0.35,0.2,0.05
9236,0.0,0.4,0.35,0.15,0.1
9237,0.0,0.4,0.35,0.1,0.15
9238,0.0,0.4,0.35,0.05,0.2
9239,0.0,0.4,0.35,0.0,0.25
9240,0.0,0.4,0.3,0.3,0.0
9241,0.0,0.4,0.3,0.25,0.05
9242,0.0,0.4,0.3,0.2,0.1
9243,0.0,0.4,0.3,0.15,0.15
9244,0.0,0.4,0.3,0.1,0.2
9245,0.0,0.4,0.3,0.05,0.25
9246,0.0,0.4,0.3,0.0,0.3
9247,0.0,0.4,0.25,0.35,0.0
9248,0.0,0.4,0.25,0.3,0.05
9249,0.0,0.4,0.25,0.25,0.1
9250,0.0,0.4,0.25,0.2,0.15
9251,0.0,0.4,0.25,0.15,0.2
9252,0.0,0.4,0.25,0.1,0.25
9253,0.0,0.4,0.25,0.05,0.3
9254,0.0,0.4,0.25,0.0,0.35
9255,0.0,0.4,0.2,0.4,0.0
9256,0.0,0.4,0.2,0.35,0.05
9257,0.0,0.4,0.2,0.3,0.1
9258,0.0,0.4,0.2,0.25,0.15
9259,0.0,0.4,0.2,0.2,0.2
9260,0.0,0.4,0.2,0.15,0.25
9261,0.0,0.4,0.2,0.1,0.3
9262,0.0,0.4,0.2,0.05,0.35
9263,0.0,0.4,0.2,0.0,0.4
9264,0.0,0.4,0.15,0.45,0.0
9265,0.0,0.4,0.15,0.4,0.05
9266,0.0,0.4,0.15,0.35,0.1
9267,0.0,0.4,0.15,0.3,0.15
9268,0.0,0.4,0.15,0.25,0.2
9269,0.0,0.4,0.15,0.2,0.25
9270,0.0,0.4,0.15,0.15,0.3
9271,0.0,0.4,0.15,0.1,0.35
9272,0.0,0.4,0.15,0.05,0.4
9273,0.0,0.4,0.15,0.0,0.45
9274,0.0,0.4,0.1,0.5,0.0
9275,0.0,0.4,0.1,0.45,0.05
9276,0.0,0.4,0.1,0.4,0.1
9277,0.0,0.4,0.1,0.35,0.15
9278,0.0,0.4,0.1,0.3,0.2
9279,0.0,0.4,0.1,0.25,0.25
9280,0.0,0.4,0.1,0.2,0.3
9281,0.0,0.4,0.1,0.15,0.35
9282,0.0,0.4,0.1,0.1,0.4
9283,0.0,0.4,0.1,0.05,0.45
9284,0.0,0.4,0.1,0.0,0.5
9285,0.0,0.4,0.05,0.55,0.0
9286,0.0,0.4,0.05,0.5,0.05
9287,0.0,0.4,0.05,0.45,0.1
9288,0.0,0.4,0.05,0.4,0.15
9289,0.0,0.4,0.05,0.35,0.2
9290,0.0,0.4,0.05,0.3,0.25
9291,0.0,0.4,0.05,0.25,0.3
9292,0.0,0.4,0.05,0.2,0.35
9293,0.0,0.4,0.05,0.15,0.4
9294,0.0,0.4,0.05,0.1,0.45
9295,0.0,0.4,0.05,0.05,0.5
9296,0.0,0.4,0.05,0.0,0.55
9297,0.0,0.4,0.0,0.6,0.0
9298,0.0,0.4,0.0,0.55,0.05
9299,0.0,0.4,0.0,0.5,0.1
9300,0.0,0.4,0.0,0.45,0.15
9301,0.0,0.4,0.0,0.4,0.2
9302,0.0,0.4,0.0,0.35,0.25
9303,0.0,0.4,0.0,0.3,0.3
9304,0.0,0.4,0.0,0.25,0.35
9305,0.0,0.4,0.0,0.2,0.4
